ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K0	Data
431	PFBNC6	WRC231.001	20	35.4144916	-83.9934787	Deep Gap Creek	0	0	0.99985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015	0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
433	PFBNC61	WRC228.001	20	35.382768	-82.8093472	Bee Branch	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
435	PFBNC63	WRC232.001	19	35.4134934	-82.9919913	Deep Gap Creek	0	0	0.999947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26316E-05	0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
436	PFBNC64	WRC233.001	20	35.5284956	-83.1522215	Deep Gap Creek	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
437	PFBNC65	WRC234.001	20	35.54362	-83.1043	Fie Creek	0	0	0.8997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1002	0-0-90-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10
438	PFBNC66	WRC239.001	20	35.5044723	-83.0939977	Johnson Branch	0	0	0.9998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
439	PFBNC67	WRC240.001	20	35.5194154	-83.158788	Long Branch	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
440	PFBNC68	WRC241.001	20	35.5350548	-83.1629576	Mashie Stomp Creek	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
441	PFBNC69	WRC244.001	20	35.435672	-82.934283	Nix Creek	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
442	PFBNC7	WRC237.001	20	35.400362	-82.7949057	Hungry Creek	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
443	PFBNC70	WRC247.001	20	35.4815135	-83.0456402	Plott Creek	0	0	0.9704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02955	0-0-97-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3
444	PFBNC71	WRC248.001	20	35.4263574	-83.0215477	Rocky Branch	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
445	PFBNC72	WRC251.001	20	35.4159817	-83.0244455	Steestachee Creek	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
446	PFBNC73	WRC255.001	20	35.5108696	-83.1468679	Wolf Laurel Branch	0	0	0.9201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0799	0-0-92-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8
447	PFBNC74	WRC325.001	20	36.3214084	-81.7397625	Ellison Branch	0	0	0	0	0	0	0.5479	0	0	0	0	0	0.4518	0	0	0	0	0	0	0	0	0	0	0	0	0.00035	0-0-0-0-0-0-54.8-0-0-0-0-0-45.2-0-0-0-0-0-0-0-0-0-0-0-0-0
448	PFBNC75	WRC328.001	20	36.1862318	-81.7095216	Harrison Branch	0	0	0	0	0	0	0.9986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00145	0-0-0-0-0-0-99.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.1
449	PFBNC77	WRC333.001	20	36.3274908	-81.7776488	North Fork Cove Creek	0	0	0	0	0	0	0.9949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00515	0-0-0-0-0-0-99.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.5
450	PFBNC78	WRC334.001	20	36.1556859	-81.8987786	Ramp Branch	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
451	PFBNC79	WRC335.001	20	36.1253758	-81.8201683	Shanty Spring Branch	0	0	0	0	0	0	0.79105	0	0.19085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181	0-0-0-0-0-0-79.1-0-19.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1.8
452	PFBNC80	WRC337.001	20	36.1505828	-81.9007725	UT to Elk River (upstream of Ramp Branch)	0	0	0	0	0	0	0	0	0.9989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0-0-0-0-0-0-0-0-99.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.1
453	PFBNC81	WRC365.001	20	35.4886448	-83.1133433	East Fork Campbell Creek	0	0	0.98815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01185	0-0-98.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1.2
454	PFBNC82	WRC367.001	20	35.449162	-82.7433732	Stony Fork	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0
455	PFBNC83	WRC368.001	20	35.3007729	-82.8198306	UT Cove Creek	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0
457	PFBNC86	WRC192.001	20	35.740517	-82.21605	Big Lost Cove Creek	0	0	0	0	0	0	0	0	0.9975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	0-0-0-0-0-0-0-0-99.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.3
458	PFBNC87	WRC193.001	20	35.7732736	-82.2913318	Big Poplar Creek	0	0	0	0	0	0	0	0	0.9266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0735	0-0-0-0-0-0-0-0-92.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.4
460	PFBNC89	WRC195.001	20	36.095653	-82.187814	Broad Branch	0	0	0	0	0	0	0.43945	0	0.43085	0	0	0	0	0	0	0	0	0	0	0	0.1298	0	0	0	0	0	0-0-0-0-0-0-43.9-0-43.1-0-0-0-0-0-0-0-0-0-0-0-13-0-0-0-0-0
462	PFBNC90	WRC199.001	20	35.710219	-82.251292	Hemphill Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8463	0	0	0	0	0.15365	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-84.6-0-0-0-0-15.4
464	PFBNC92	WRC205.001	20	36.073842	-82.096161	Little Rock Creek	0	0	0	0	0	0	0.46515	0	0.4255	0	0	0	0	0	0	0	0	0	0	0	0.10925	0	0	0	0	0.00005	0-0-0-0-0-0-46.5-0-42.6-0-0-0-0-0-0-0-0-0-0-0-10.9-0-0-0-0-0
465	PFBNC93	WRC206.001	20	35.8202383	-82.1830178	Little Whiteoak Creek	0	0	0	0	0	0	0	0	0.39865	0	0	0	0	0	0	0	0	0	0	0	0.59825	0	0	0	0	0.0031	0-0-0-0-0-0-0-0-39.9-0-0-0-0-0-0-0-0-0-0-0-59.8-0-0-0-0-0.3
466	PFBNC94	WRC207.001	20	35.8209539	-82.183294	Little Whiteoak Creek	0	0	0	0	0	0	0	0	0.59475	0	0	0	0	0	0	0	0	0	0	0	0.40335	0	0	0	0	0.00185	0-0-0-0-0-0-0-0-59.5-0-0-0-0-0-0-0-0-0-0-0-40.3-0-0-0-0-0.2
467	PFBNC95	WRC208.001	20	35.734181	-82.237019	Lower Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9525	0	0	0	0	0.0475	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-95.3-0-0-0-0-4.8
468	PFBNC96	WRC210.001	20	35.7431237	-82.2121026	Neals Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99255	0	0	0	0	0.00745	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-99.3-0-0-0-0-0.7
469	PFBNC97	WRC213.001	19	35.9954945	-82.0266517	Pyatt Creek	0	0	0	0	0	0	0.170789474	0	0.308842105	0	0	0	0	0	0	0	0	0	0	0	0.467315789	0	0	0	0	0.052947368	0-0-0-0-0-0-17.1-0-30.9-0-0-0-0-0-0-0-0-0-0-0-46.7-0-0-0-0-5.3
470	PFBNC98	WRC215.001	20	36.077086	-82.087278	Reuban Creek	0	0	0	0	0	0	0	0	0.92625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07375	0-0-0-0-0-0-0-0-92.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.4
471	PFBNC99	WRC216.001	20	36.0899691	-82.2272378	Right Fork Beans Creek	0	0	0	0	0	0	0	0	0.9217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07845	0-0-0-0-0-0-0-0-92.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.8
472	SCS1	LR_2013_331	30	35.599257	-83.49679	Sweet Creek Site 1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
473	SiCS2	FC_2014_188	50	35.580724	-83.567498	Silers Creek Site 2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
474	STB	LR_2013_361	30	35.589128	-83.514027	Spud Town Branch	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
475	TN01	TN01.001	34	36.19179	-82.10446	George Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0
476	TN02	TN02.001	34	36.17373	-82.21049	Clarke Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.924088235	0	0	0	0	0	0	0	0.075882353	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-92.4-0-0-0-0-0-0-0-7.6
477	TN03	TN03.001	32	36.12929	-82.09356	Toms Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0
478	TN04	TN04.001	50	36.1452	-82.04849	Left Prong Hampton Creek (lower)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9996	0	0	0	0	0	0	0	0.0004	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0
479	TN05	TN05.001	50	36.13995	-82.04641	Left Prong Hampton Creek (upper)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0
480	TN09	TN09.001	15	35.80358	-83.02765	Deep Gap Creek	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
481	TN10	TN10.001	30	36.1481741	-82.1020676	Five Poplar Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0
482	TN11	TN11.001	36	35.27136	-84.13839	Bald River	0	0	0	0	0	0	0	0	0	0	0	0	0.426638889	0	0	0	0	0	0	0.544416667	0	0	0	0	0	0.028888889	0-0-0-0-0-0-0-0-0-0-0-0-42.7-0-0-0-0-0-0-54.4-0-0-0-0-0-2.9
483	TN12	TN12.001	36	35.27077	-84.13883	Brookshire Creek	0	0	0	0	0	0	0	0	0	0	0	0	0.46925	0	0	0	0	0.487583333	0	0	0	0	0	0	0	0.043138889	0-0-0-0-0-0-0-0-0-0-0-0-46.9-0-0-0-0-48.8-0-0-0-0-0-0-0-4.3
489	TN07	TN07.001	21	36.4715	-81.97623	Lindy Camp Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0
491	TN16	TN16.001	22	36.46861	-81.97776	Big Spur Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0
492	TN17	TN17.001	22	36.48027	-81.97548	Bakers Ridge Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0
493	TN20	TN20.001	20	36.60794	-81.6842	Whetstone Branch	0	0	0	0	0	0	0	0	0	0	0	0	0.93995	0	0	0	0	0	0	0	0	0	0	0	0	0.06005	0-0-0-0-0-0-0-0-0-0-0-0-94-0-0-0-0-0-0-0-0-0-0-0-0-6
494	TN08	TN08.001	21	36.61068	-81.65772	Bearpen Branch	0	0	0	0	0	0	0	0	0	0	0	0	0.952428571	0	0	0	0	0	0	0	0	0	0	0	0	0.047571429	0-0-0-0-0-0-0-0-0-0-0-0-95.2-0-0-0-0-0-0-0-0-0-0-0-0-4.8
495	TN108	TN108.001	30	35.798245	-82.998145	Middle Prong Gulf Ck.	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099966667	0-0-0-0-0-90-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10
496	TN109	TN109.001	30	35.790545	-83.00505	Brown Gap Creek	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
497	TN110	TN110.001	30	35.87983	-82.95747	Dry Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.966666667	0	0	0	0	0	0	0	0.033333333	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-96.7-0-0-0-0-0-0-0-3.3
498	TN111	TN111.001	30	35.86268	-82.92706	Wolf Creek	0	0	0.966666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033333333	0-0-96.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3.3
499	TN112	TN112.001	30	35.95184	-82.827325	Sawmill Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0
500	TN122	TN122.001	30	36.560025	-81.709925	Gentry Creek	0	0	0	0	0	0	0	0	0	0	0	0	0.837766667	0	0	0	0	0.1505	0	0	0	0	0	0	0	0.011633333	0-0-0-0-0-0-0-0-0-0-0-0-83.8-0-0-0-0-15.1-0-0-0-0-0-0-0-1.2
501	TN021	TN021.001	30	35.356325	-84.06547	Falls Branch	0	0.327333333	0	0.672633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-32.7-0-67.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
502	TN025	TN025.001	20	35.33309	-84.05855	Sugar Cove Branch	0	0	0	0.5036	0	0.183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3133	0-0-0-50.4-0-18.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-31.3
503	TN065	TN065.001	30	36.069215	-82.596455	Ft. Davie Creek	0	0.413566667	0	0.102533333	0	0.2515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2322	0-41.4-0-10.3-0-25.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-23.2
504	TN084	TN084.001	30	36.063575	-82.59212	Rocky Fork	0	0.226633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.503866667	0	0	0	0	0	0.2695	0-22.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-50.4-0-0-0-0-0-27
505	BarboursCreek	VA02.001	20	37.595815	-80.087905	Barbours Creek	0	0	0	0	0.2639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3162	0.33275	0	0.08695	0-0-0-0-26.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-31.6-33.3-0-8.7
506	EwinsRun	VA03.001	20	37.539766	-80.293413	Ewins Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9402	0	0	0.05975	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-94-0-0-6
507	PicklesBranch	VA04.001	20	37.381798	-80.191154	Pickles Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9895	0	0	0.01055	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-99-0-0-1.1
508	PaulsCreek	VA15.001	19	36.644512	-80.695658	Pauls Creek	0	0	0	0	0	0	0	0	0	0	0	0	0.999947368	0	0	0	0	0	0	0	0	0	0	0	0	5.26316E-05	0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0
509	PDER1	WRC344.001	20	36.1995485	-81.5754174	Elk Creek	0	0	0	0	0	0	0.94755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05245	0-0-0-0-0-0-94.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.2
510	PDER10	WRC346.001	18	36.436478	-81.074403	Horse Cove Branch	0	0	0	0	0	0	0.821	0	0	0	0	0	0.174333333	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0-0-0-0-0-0-82.1-0-0-0-0-0-17.4-0-0-0-0-0-0-0-0-0-0-0-0-0.5
511	PDER11	WRC347.001	20	36.1049213	-81.542613	Joes Fork	0	0	0	0	0	0	0.9495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505	0-0-0-0-0-0-95-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.1
512	PDER12	WRC348.001	20	36.1775762	-81.5366649	Laurel Creek	0	0	0	0	0	0	0.9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
513	PDER13	WRC349.001	20	36.2654934	-81.4159139	Little Fork	0	0	0	0	0	0	0.7808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2192	0	0	0	0	0-0-0-0-0-0-78.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-21.9-0-0-0-0
514	PDER14	WRC350.001	10	36.449842	-80.943961	Long Creek	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
515	PDER15	WRC351.001	19	36.264472	-81.398458	North Prong Lewis Fork	0	0	0	0	0	0	0.619052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.372157895	0	0	0	0.008789474	0-0-0-0-0-0-61.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-37.2-0-0-0-0.9
516	PDER16	WRC352.001	20	36.0942326	-81.6082065	Ooten Creek	0	0	0	0	0	0	0.9995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.1
518	PDER18	WRC354.001	20	36.1298035	-81.5893463	Rockhouse Creek	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
519	PDER19	WRC355.001	20	36.1674302	-81.5537206	South Fork Laurel Creek	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
520	PDER2	WRC358.001	20	36.3966103	-81.1151767	UT Harris Creek	0	0	0	0	0	0	0.2189	0	0.78105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-21.9-0-78.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
524	PDER23	WRC357.001	20	36.448497	-80.961789	Stewart Fork	0	0	0	0	0	0	0.9983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0-0-0-0-0-0-99.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.2
525	PDER24	WRC361.001	20	36.1151725	-81.6361518	UT Yadkin River (@ Caldwell/Watauga Co. line @ SR 1500)	0	0	0	0	0	0	0.848	0	0.1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015	0-0-0-0-0-0-84.8-0-15.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
526	PDER25	D704.001	26	36.1246884	-81.6368065	Martin Branch	0	0	0	0	0	0	0.999961538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84615E-05	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
527	PDER26	D705.001	25	36.1181424	-81.6302791	Yadkin River	0	0	0	0	0	0	0.99372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00628	0-0-0-0-0-0-99.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.6
529	PDER3	WRC360.001	20	36.4397214	-80.9656906	UT Mitchell River (@ Surry/Alleghany Co. line)	0	0	0	0	0	0	0.73795	0	0.2614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0-0-0-0-0-0-73.8-0-26.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.1
530	PDER4	WRC364.001	20	36.4198925	-81.1152104	UT Garden Creek	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
531	PDER5	WRC340.001	20	36.1235508	-81.5949909	(B) Spanish Oak Branch	0	0	0	0	0	0	0.951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	0-0-0-0-0-0-95.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.9
532	PDER6	WRC341.001	20	36.431669	-80.952903	Bear Creek (UT Mitchell R. on Devotion Estate)	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
534	PDER8	WRC343.001	20	36.1501125	-81.5394676	Dugger Creek	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
535	PDER9	WRC345.001	20	36.3989175	-81.1229172	Harris Creek	0	0	0	0	0	0	0.84995	0	0.15005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-85-0-15-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
536	SFStewartsCreek	VA16.001	24	36.592978	-80.79188	SF Stewarts Creek	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0
537	FridleyGap2010	AW1.001	30	38.497356	-78.717291	Mountain Run	0.109166667	0	0	0	0.328466667	0	0	0	0	0	0	0	0	0	0.479233333	0	0	0	0	0	0	0	0	0	0	0.083033333	10.9-0-0-0-32.8-0-0-0-0-0-0-0-0-0-47.9-0-0-0-0-0-0-0-0-0-0-8.3
538	DryRun2010	AW1.031	30	38.558933	-79.092305	Dry Run, N.F.	0.94608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05388	94.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.4
539	SkidmoreFork2010	AW1.061	30	38.366106	-79.207234	Skidmore fork North River, N.F.	0.127896552	0	0	0	0.109689655	0	0	0	0	0	0	0	0	0	0.69262069	0	0	0	0	0	0	0	0	0	0	0.069724138	12.8-0-0-0-11-0-0-0-0-0-0-0-0-0-69.3-0-0-0-0-0-0-0-0-0-0-7
540	ElkCreek2012	AW1.091	30	37.56566	-79.48229	East Fork Elk Creek	0	0	0	0	0	0.106541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.832083333	0	0	0.061333333	0-0-0-0-0-10.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-83.2-0-0-6.1
