ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K0	Data
769	ACAD6	ACAD6.001	41	44.3164	-68.2874	Hadlock Brook	0	0.290219512	0	0.693682927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01602439	0-29-0-69.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1.6
770	CONR4	CONR4.01	50	42.8204	-72.969	Lamb Brook	0	0.99758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00242	0-99.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.2
771	CONR5	CONR5.001	37	42.7453	-72.3089	Brickyard Brook	0	0.968513514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031432432	0-96.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3.1
773	CONR7	CONR7.001	50	42.639722	-72.988889	Manning Brook	0	0.78608	0	0.21214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0-78.6-0-21.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.2
774	NYHL	NYHL.01	31	43.6004	-74.8187	Horn Lake	0	0	0	0	0.498354839	0.433774194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067774194	0-0-0-0-49.8-43.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.8
775	NYLT	NYLT.01	42	44.0377	-74.6115	Little Tupper Lake	0	0	0	0	0	0.499380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285333333	0	0.215214286	0-0-0-0-0-49.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-28.5-0-21.5
776	NYWP	NYWP.01	56	44.331	-74.6272	Windfall Pond	0	0	0	0	0	0.834678571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165303571	0-0-0-0-0-83.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-16.5
777	KENR1	KENR1.01	33	45.3877	-69.963	Cold Stream	0	0.73869697	0	0.260545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000727273	0-73.9-0-26.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.1
779	KENR3	KENR3.001	41	44.9152	-71.0926	Dead Diamond River	0	0.850585366	0	0.106170732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043243902	0-85.1-0-10.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.3
780	KENR4	KENR4.001	27	44.9697	-71.1533	Little Diamond River	0	0.963962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036037037	0-96.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3.6
783	KENR7	KENR7.01	33	44.6721	-70.3593	Alder Brook	0	0.942121212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057848485	0-94.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.8
784	PENR1	PENR1.01	30	45.1431	-68.2845	Lord Brook	0	0.871233333	0	0.128733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-87.1-0-12.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
785	PENR2	PENR2.01	59	44.8541	-68.8232	Kenduskeag Stream	0	0.697016949	0	0.299457627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003508475	0-69.7-0-29.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.4
786	STGE1	STGE1.01	30	44.4392	-69.2209	Thompson Brook	0	0.5449	0	0.426933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0281	0-54.5-0-42.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2.8
788	MERR3	MERR3.001	20	42.7217	-71.5525	Flints Brook	0	0.11615	0	0.75305	0.10575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02495	0-11.6-0-75.3-10.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2.5
789	MERR4	MERR4.001	20	42.7978	-71.5511	Witches Brook	0	0.2878	0	0.70985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00235	0-28.8-0-71-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.2
790	MERR5	MERR5.001	20	42.8114	-71.9175	Meadow Brook	0	0.5655	0	0.43405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045	0-56.6-0-43.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
791	MERR6	MERR6.001	19	43.1464	-71.8806	Sand Brook	0	0.609052632	0	0.390736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000157895	0-60.9-0-39.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
792	PISR1	PISR1.001	30	43.1339	-70.9697	Chelsey Brook	0	0	0	0.9943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057	0-0-0-99.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.6
793	SACR1	SACR1.001	30	43.77	-71.2511	White Brook	0	0.800133333	0	0.156733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043033333	0-80-0-15.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.3
794	CRLE1	CRLE1.01	26	41.5	-81.2804	Leech Stream	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0
795	CRLE2	CRLE2.01	50	41.563	-81.2187	Woodie Brook	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99718	0	0	0.00278	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-99.7-0-0-0.3
796	CRLE3	CRLE3.01	59	41.5526	-81.234	Spring Brook	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.980644068	0	0	0.019338983	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-98.1-0-0-1.9
797	OHAR1	OHAR1.01	50	42.0363	-78.4609	Two Mile Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65088	0	0	0	0	0	0.34762	0	0	0.0015	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-65.1-0-0-0-0-0-34.8-0-0-0.2
798	OHAR2	OHAR2.102	47	41.7532	-78.0554	Allegheny R.	0	0	0	0	0.13412766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.607914894	0	0	0.257808511	0-0-0-0-13.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-60.8-0-0-25.8
799	OHAR3	OHAR3.101	62	41.2378	-79.3223	Clarion R.	0	0	0	0	0.120080645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58483871	0	0	0.294983871	0-0-0-0-12-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-58.5-0-0-29.5
800	PA42_Lower	PA42.048	43	41.576103	-77.016626	Salt Spring Run (lower)	0	0	0	0	0.114418605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.853325581	0	0.03227907	0-0-0-0-11.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-85.3-0-3.2
801	PA42_Upper	PA42.091	33	41.578088	-77.017383	Salt Spring Run (upper)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999848485	0	0.000151515	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
802	Ramsey	UOG.001	50	41.28714	-77.32458	Ramsey Run	0	0	0	0	0	0.12184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85656	0	0.0216	0-0-0-0-0-12.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-85.7-0-2.2
803	Boone	UOG.051	50	41.35392	-77.36207	Boone Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82736	0	0.1726	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-82.7-0-17.3
804	Dam	UOG.251	50	41.32943	-77.34448	Dam Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81482	0	0.18514	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-81.5-0-18.5
805	Cedar	UOG.101	50	41.61398	-77.50751	Cedar Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0	0.01998	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-98-0-2
806	Sebring	UOG.151	29	41.44963	-77.42755	Sebring Branch Mill Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.984724138	0	0.015275862	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-98.5-0-1.5
807	Francis	UOG.201	50	41.5527	-77.61581	Francis Branch Slate Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9431	0	0.0569	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-94.3-0-5.7
808	CONR1	CONR1.01	36	44.4434	-71.3048	Unnamed	0	0.957416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042583333	0-95.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.3
809	CONR2	CONR2.01	40	44.4743	-71.3453	Brandy Brook	0	0.906775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09325	0-90.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9.3
813	HUDR1	HUDR1.01	50	42.7814	-73.1452	Broad Brook	0	0.52582	0	0.36928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10486	0-52.6-0-36.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10.5
814	MD31	MD31.001	50	39.6886	-76.7787	Silver Run	0	0	0	0	0.85846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14148	0-0-0-0-85.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-14.1
815	MD32	MD32.001	50	39.8248	-76.778	Walker Run	0	0	0	0	0.83106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16888	0-0-0-0-83.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-16.9
817	SUSR1	SUSR1.01	50	40.8982	-78.0105	Smays Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8829	0	0.117	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-88.3-0-11.7
818	SUSR2	SUSR2.01	50	40.9334	-78.0128	Benner Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89282	0	0.10712	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-89.3-0-10.7
