unique_id	str_order	occ_cur	T_mean_sum	T_inertia	featureid
49	2	0.947601194	14.17172502	269.5460885	201474169
50	4	0.964335018	15.76791592	168.5537326	201474179
51	1	0.850475837	15.12429192	174.0903366	201474184
52	1	0.990841139	12.68624621	322.9626424	201474332
53	1	0.985557953	13.20597205	315.3743193	201474333
54	1	0.985557953	13.20597205	315.3743193	201474333
55	4	0.936465166	15.83334279	164.7073219	201474375
45	2	0.838963384	13.57422523	297.2429169	201474376
56	4	0.79198542	17.87541874	188.1209701	201474387
58	1	0.989140805	14.15408047	228.3765665	201474400
59	2	0.959236483	16.42250789	184.0549774	201474401
64	2	0.41083178	15.76588679	157.5735205	201474407
63	1	0.789221138	14.29415357	254.1541368	201474424
62	1	0.789221138	14.29415357	254.1541368	201474424
60	1	0.493565382	15.52625097	180.9010036	201474430
61	1	0.493565382	15.52625097	180.9010036	201474430
65	4	0.832520669	15.85948707	149.7494608	201474437
68	2	0.86468754	14.95690994	203.0752102	201474438
69	2	0.86468754	14.95690994	203.0752102	201474438
70	1	0.86468754	14.95690994	203.0752102	201474438
71	1	0.86468754	14.95690994	203.0752102	201474438
67	1	0.86468754	14.95690994	203.0752102	201474438
72	1	0.993531443	14.35055699	178.2781017	201474460
73	1	0.99530709	13.41807199	205.6210322	201474466
74	2	0.988563542	12.9264504	311.3891819	201474531
75	1	0.988563542	12.9264504	311.3891819	201474531
76	1	0.988563542	12.9264504	311.3891819	201474531
57	2	0.97263286	15.4081947	199.3036758	201474532
77	1	0.988381865	13.2549931	322.6010376	201474583
78	1	0.993231825	12.40480306	371.2819875	201474584
66	4	0.841483523	15.1751627	197.7015271	201474587
83	2	0.969445537	12.01902778	380.6674202	201474588
82	2	0.969445537	12.01902778	380.6674202	201474588
79	2	0.969445537	12.01902778	380.6674202	201474588
81	1	0.969445537	12.01902778	380.6674202	201474588
84	1	0.969445537	12.01902778	380.6674202	201474588
85	1	0.969445537	12.01902778	380.6674202	201474588
86	1	0.969445537	12.01902778	380.6674202	201474588
80	2	0.969445537	12.01902778	380.6674202	201474588
87	2	0.995676325	12.57588937	297.9992507	201474641
88	1	0.995676325	12.57588937	297.9992507	201474641
89	1	0.995676325	12.57588937	297.9992507	201474641
91	2	0.988057333	15.13804288	200.7090568	201474642
90	2	0.988057333	15.13804288	200.7090568	201474642
94	2	0.955402318	14.88297803	197.8887779	201474653
95	2	0.955402318	14.88297803	197.8887779	201474653
98	1	0.955402318	14.88297803	197.8887779	201474653
99	1	0.955402318	14.88297803	197.8887779	201474653
100	2	0.955402318	14.88297803	197.8887779	201474653
101	1	0.955402318	14.88297803	197.8887779	201474653
102	1	0.955402318	14.88297803	197.8887779	201474653
93	2	0.955402318	14.88297803	197.8887779	201474653
97	2	0.955402318	14.88297803	197.8887779	201474653
92	2	0.955402318	14.88297803	197.8887779	201474653
