score	bar_type	drain_bar	drain_tot	strkm_bar	strkm_tot	upstr_bars	hydro_rof	struct_rof	geo_rof	unique_id	featureid
0.891	1	2.7585	80.9226	4.337893856	76.88880257	34	0.150380162	0.653617955	0.309973253	1412	201477216
0.565	1	0.2322	1.6758	0.417557026	2.909304979	1	0.471216467	0.49026899	0.846943146	418	201475828
0.564	1	1.1511	1.1511	1.360597095	1.360597095	0	0.847448477	0.170147542	0.477402372	549	201476133
0.674	1	0.0081	1.1592	0.094799039	1.455396135	1	0.264194082	0.967829268	0.824877181	550	201476133
0.814	1	0.5409	82.863	0.945651595	78.94845481	37	0.93665009	0.176115707	0.927118312	1426	201477222
0.636	1	1.0719	2.4534	1.045197521	1.86239649	1	0.262526374	0.765971797	0.129068894	1121	201476859
0.572	1	0.423	0.423	0.188452387	0.188452387	0	0.447312194	0.688053237	0.210191863	1227	201476991
0.547	1	0.7047	0.7047	0.821684262	0.821684262	0	0.379193539	0.769442686	0.451611849	1118	201476860
1	1	9.7272	493.1046	11.62276378	518.7597371	273	0.838710016	0.694124364	0.218856587	1428	201477223
0.667	1	0.279	0.279	0.165522749	0.165522749	0	0.888410679	0.435552153	0.568565901	1393	201477197
0.623	1	0.0144	0.918	0.183239841	1.1220499	2	0.409224848	0.089679016	0.108662018	1395	201477197
0.647	1	0.6246	0.9036	0.77328731	0.938810059	1	0.732768724	0.877907002	0.188320544	1394	201477197
0.624	1	0.4023	2.0781	1.019811705	3.929116684	2	0.512353413	0.357776973	0.29617152	417	201475828
0.628	1	0.0117	2.0898	0.035964478	3.965081162	3	0.040320791	0.369343199	0.784445056	416	201475828
0.634	1	1.0962	1.0962	1.136161769	1.136161769	0	0.835784072	0.578570665	0.91823688	553	201476131
0.676	1	0.0153	0.0153	0.211333846	0.211333846	0	0.281821872	0.809069012	0.601434987	1401	201477205
0.601	1	1.8765	1.8765	1.502221716	1.502221716	0	0.194832461	0.61008173	0.22680884	1084	201476782
0.7	1	0.1413	1.4337	0.055297705	1.846522269	5	0.064413903	0.750502696	0.601991223	2766	201478716
0.7	1	0	1.4337	0.053907706	1.900429975	6	0.38102027	0.720738685	0.033823134	2767	201478716
0.5	1	1.1799	1.1799	1.196879962	1.196879962	0	0.153946378	0.755460534	0.052645856	2078	201478011
1	1	4.0527	228.7341	1.090845198	335.8125563	297	0.002632604	0.923722463	0.180684589	2534	201478672
1	1	0.0234	228.7575	0.079285532	335.8918419	298	0.045827779	0.836838176	0.601668588	2535	201478672
0.7	1	0.0117	3.636	0.126021026	6.068407994	19	0.952067243	0.564924881	0.887098195	2283	201478241
0.7	1	0.0297	0.0297	0.270556108	0.270556108	0	0.15752418	0.338752365	0.895504201	2278	201478240
0.5	1	1.6884	1.6884	1.816366498	1.816366498	0	0.568910055	0.878213954	0.183720847	1654	201477542
0.6	1	0.1071	0.1071	0.202032092	0.202032092	0	0.136932481	0.802456821	0.150604064	2290	201478241
0.4	1	0.9783	17.5248	2.295552351	20.81943079	16	0.580526875	0.612192822	0.530017393	2067	201478012
0.5	1	0.252	0.252	0.721403587	0.721403587	0	0.486283625	0.833351716	0.803168011	1646	201477514
0.8	1	0.0819	2.1447	0.058538331	4.369711376	7	0.922699536	0.920057573	0.083652213	2709	201478653
0.6	1	0.063	2.0628	0.179761826	4.311173045	6	0.35006932	0.537385902	0.488872202	2715	201478653
0.3	1	0.3681	0.3681	0.628626749	0.628626749	0	0.973420564	0.329276907	0.698253591	2051	201477980
0.6	1	0.6462	8.1333	0.926996974	13.14154306	16	0.892539369	0.150314974	0.058417533	2701	201478799
0.8	1	0.2394	1.9998	0.282907657	4.13141122	5	0.812116653	0.127197373	0.241423458	2714	201478653
0.9	1	1.5399	3.87	2.5463478	5.86119706	9	0.296906579	0.27923195	0.44145959	2099	201478063
0.4	1	0.3438	1.7604	0.181041947	3.848503563	4	0.829442007	0.11343926	0.355830108	2713	201478653
0.3	1	0.1125	0.1125	0.405849991	0.405849991	0	0.302971901	0.224815976	0.38679143	1710	201477626
0.8	1	0.1575	1.4166	0.252066296	3.667461616	3	0.167530383	0.552415848	0.91706609	2712	201478653
0.9	1	2.7621	3.7179	4.596992403	6.14785064	3	0.493598701	0.031174829	0.759010184	2183	201478152
0.8	1	0.7938	0.7938	2.341509289	2.341509289	0	0.584455175	0.717715932	0.169849885	2707	201478653
0.3	1	0.0981	1.2591	0.340632242	3.41539532	2	0.677388539	0.142254752	0.938808647	2711	201478653
0.2	1	0.7551	0.7551	0.533485735	0.533485735	0	0.536453935	0.872001516	0.383165362	2369	201478362
0.8	1	0.3672	1.161	0.733253788	3.074763078	1	0.149075138	0.107582507	0.212198324	2710	201478653
1	1	0.6363	4.3542	1.120836431	7.268687071	4	0.18225343	0.413573847	0.516831031	2147	201478152
0.6	1	0.4824	8.7066	1.019477589	14.14936172	15	0.651282087	0.828019786	0.440975506	2148	201478115
0.6	1	0.063	0.8181	0.212998641	0.746484375	1	0.306802303	0.392537693	0.778526299	2370	201478362
0.6	1	0.2682	0.2682	0.405973441	0.405973441	0	0.95367261	0.591154976	0.803643894	1713	201477626
0.5	1	0.0171	1.7811	0.064653289	1.65947753	3	0.806170806	0.017749171	0.211732653	2367	201478362
0.7	1	0.2925	0.2925	0.638893187	0.638893187	0	0.601333827	0.088595909	0.344630633	1575	201477436
0.5	1	0.9459	1.764	0.848339865	1.59482424	2	0.004275148	0.366449574	0.651734111	2364	201478362
0.4	1	0.0765	1.8576	0.122344974	1.781822504	4	0.201202614	0.434774142	0.409119545	2366	201478362
0.5	1	0.6345	0.6345	1.438535614	1.438535614	0	0.880027099	0.716548793	0.669494885	1577	201477436
0.6	1	0.1521	0.1521	0.167571521	0.167571521	0	0.301022265	0.742087183	0.768498879	2723	201478663
0.7	1	0.8397	0.8397	0.45765966	0.45765966	0	0.14397856	0.998822357	0.398259478	3058	201479078
0.5	1	1.1313	2.736	1.85453326	4.081876643	2	0.165600444	0.729352626	0.944502393	1943	201477844
1	1	0.6597	13.9869	1.277790286	22.69685426	21	0.762385003	0.901970874	0.2992981	2179	201478147
0.7	1	0.2187	0.2187	0.839166856	0.839166856	0	0.182470448	0.669922303	0.814669813	1779	201477687
0.6	1	2.1366	2.1366	2.913248325	2.913248325	0	0.487073842	0.942265621	0.360027481	2170	201478137
0.6	1	0.1881	0.4068	0.231379729	1.070546584	1	0.126895091	0.219833018	0.806581038	1780	201477687
0.2	1	0.261	1.8351	0.511121763	2.366703136	2	0.68250154	0.055949364	0.062361483	2539	201478541
0.8	1	0.0927	2.2293	0.171370584	3.084618909	1	0.283039025	0.934753624	0.502104107	2171	201478137
1	1	2.1726	6.3837	2.543540047	6.260756449	7	0.136358879	0.333319867	0.054084888	2330	201478362
0.7	1	0.5184	0.5184	0.544317937	0.544317937	0	0.462151086	0.212805459	0.69430567	2516	201478620
0.5	1	1.4985	1.4985	0.786391961	0.786391961	0	0.408512417	0.94838308	0.329004687	1777	201477687
0.9	1	0.3546	16.5708	1.66498488	27.44645804	24	0.70171906	0.223399014	0.966783454	2173	201478137
0.9	1	1.4301	3.2652	1.3019447	3.668647836	3	0.389366431	0.80365974	0.7456553	2521	201478532
1	1	0.1269	6.5106	0.871438761	7.13219521	8	0.980722567	0.805493039	0.353317566	2331	201478362
0.7	1	0.2907	0.2907	0.199697861	0.199697861	0	0.573710481	0.471587941	0.846470069	2761	201478716
0.9	1	0.1548	3.42	0.431324627	4.099972463	4	0.11525465	0.865087936	0.05287082	2526	201478532
1	1	2.7027	17.7543	4.937664575	29.04706388	23	0.56031698	0.578992582	0.186484847	1916	201478058
0.9	1	0.0963	3.5163	0.166860698	4.26683316	5	0.173891352	0.731470156	0.639600092	2525	201478532
1	1	0.054	17.8083	0.106775661	29.15383954	24	0.969898816	0.389380565	0.04177307	1920	201478058
1	1	0.5805	18.4428	0.974328153	30.42782126	26	0.846024159	0.723566844	0.346593368	1917	201478058
0.8	1	0.054	17.8623	0.299653565	29.4534931	25	0.426605324	0.499225569	0.32949243	1919	201478058
0.6	1	0.0675	3.8601	0.116287389	4.801641523	10	0.970621282	0.243983188	0.742630599	2528	201478532
0.9	1	1.1781	1.6965	1.878234947	2.422552884	1	0.306979509	0.5215416	0.560249794	2517	201478620
0.6	1	0.1296	0.1296	0.265060614	0.265060614	0	0.777992646	0.712292435	0.576060072	2166	201478134
0.8	1	0.0099	1.8522	0.076144485	2.674199318	3	0.582338526	0.904470736	0.474337987	2519	201478529
0.5	1	0.1422	1.8693	0.228932543	1.844738095	2	0.730298589	0.707378708	0.652758903	2425	201478412
1	1	0.1278	213.4881	0.308308236	322.2011478	269	0.618499352	0.12609968	0.37627902	2430	201478413
1	1	0.0063	214.3647	0.026237723	323.2640344	271	0.820698076	0.825930263	0.23487697	2428	201478413
0.4	1	0.0045	27.5733	0.031629186	37.09202362	48	0.787850393	0.834350418	0.933111325	2273	201478288
0.6	1	2.8557	2.8557	2.272928934	2.272928934	0	0.744231055	0.905665987	0.471163616	1657	201477552
0.5	1	1.3572	7.1982	0.178736326	8.0757935	19	0.671983173	0.147618727	0.913530054	2531	201478529
0.4	1	0.8307	1.1952	1.105597663	1.498069321	2	0.699279561	0.773989683	0.524451025	2763	201478716
1	1	1.2483	217.4832	1.509173469	326.6459176	276	0.956627352	0.133296679	0.669878226	2494	201478502
0.9	1	4.3101	23.2857	6.72343598	29.55397411	23	0.954302816	0.209553352	0.464643126	2275	201478240
0.7	1	0.0594	1.2924	0.130629659	1.791224564	4	0.697733763	0.741152637	0.949617284	2765	201478716
1	1	1.4337	240.6339	2.063765934	312.2191396	241	0.842097775	0.285533906	0.299834696	2324	201478298
-1	1	0.0513	0.0513	0.632222317	0.632222317	1	0.134980053	0.641580866	0.922547268	2438	201478592
1	1	0.3573	232.8642	0.669018798	299.9886397	232	0.044230678	0.122328393	0.979234781	2230	201478199
1	1	0.126	5.8041	0.166669668	9.176087143	6	0.579500855	0.025188185	0.734575234	1843	201477767
0.4	1	0.5166	1.269	0.780578077	1.419433216	3	0.338848673	0.278339362	0.341959258	2692	201478764
0.4	1	0.6921	2.1033	0.756161291	1.749882	2	0.079916144	0.641115316	0.482794876	1554	201477419
1	1	0.855	1293.039	1.134071197	1477.548739	1000	0.386828669	0.962417043	0.053108282	2610	201478592
0.7	1	0.4968	0.4968	0.542735172	0.542735172	0	0.648131053	0.653556855	0.641262064	1492	201477309
0.6	1	0.5058	0.5058	1.038727059	1.038727059	0	0.259694488	0.203883121	0.146463505	1510	201477344
0.5	1	0.5976	0.7128	0.69963587	1.095068053	1	0.516920055	0.929979529	0.110358753	2469	201478471
0.5	1	0.2088	0.2088	0.817807679	0.817807679	0	0.753409244	0.759659666	0.590403546	1596	201477451
0.4	1	0.5202	0.5202	0.627471579	0.627471579	0	0.346950022	0.81477272	0.966427765	2474	201478479
0.5	1	0.0585	0.9324	0.293928807	1.761764967	4	0.516064412	0.371611499	0.382272199	1470	201477287
0.6	1	0.1062	0.6264	0.417202067	1.044673646	1	0.104295941	0.581780122	0.209113572	2477	201478479
0.5	1	0.252	1.9089	0.219482402	2.746588259	4	0.509056569	0.532964488	0.567017996	1737	201477839
0.7	1	0.6129	1.6569	0.977093183	2.527105857	3	0.551698753	0.744132482	0.136956366	1731	201477839
0.6	1	0.3069	2.2158	0.395810122	3.142398382	5	0.046390375	0.106307505	0.823309119	1736	201477839
0.8	1	0.1035	2.3193	0.177440676	3.319839058	6	0.569027063	0.265021898	0.262809424	1735	201477839
0.6	1	0.0315	0.8739	0.067626723	1.46783616	3	0.855259783	0.065299189	0.539656683	1469	201477287
0.4	1	0.819	0.819	1.032361614	1.032361614	0	0.936536109	0.050298354	0.365601296	1729	201477839
0.5	1	0.0333	0.8523	0.046051163	1.078412777	1	0.629143446	0.853869674	0.253366508	1732	201477839
0.5	1	0.1485	0.3627	0.678058366	1.328604523	1	0.691330905	0.353202227	0.23100228	1603	201477451
0.6	1	1.2726	1.2726	2.897352574	2.897352574	0	0.169994285	0.288383778	0.349708984	1610	201477456
0.2	1	0.3969	0.3969	0.552773589	0.552773589	0	0.477369883	0.425693994	0.651401523	2188	201478156
0.7	1	0.2214	0.8478	0.637670859	1.682344506	2	0.841632104	0.20486685	0.069786979	2475	201478479
0.9	1	0.0162	1.2888	0.142159648	3.039512222	1	0.656464036	0.914400139	0.947796219	1611	201477456
0.4	1	0.0126	0.2979	0.157661095	1.536021425	1	0.790864283	0.215574695	0.222201657	1614	201477459
0.4	1	0.4419	0.4419	0.717288613	0.717288613	0	0.174286993	0.07955845	0.986220373	2185	201478156
0.4	1	2.5596	4.3965	3.881818566	6.332761858	4	0.433661721	0.217600139	0.249413303	2814	201478795
0.5	1	0.117	0.5139	0.280796035	0.833569624	1	0.207717714	0.643688107	0.477777621	2189	201478156
0.4	1	1.0431	2.6055	2.424078242	4.141690056	2	0.220834778	0.716714808	0.4189626	1618	201477514
0.9	1	1.8198	2.1033	1.868065031	2.140489493	1	0.5047141	0.013917787	0.486678307	2480	201478480
0.5	1	0.1791	0.1791	0.355381843	0.355381843	0	0.054045903	0.757936405	0.618415999	2053	201477980
0.5	1	0.2142	0.2142	0.650546156	0.650546156	0	0.173042175	0.355730903	0.17430023	1602	201477451
0.6	1	0.1197	3.4272	0.195773963	4.291333429	8	0.415155686	0.096043152	0.666457227	1734	201477839
0.5	1	0.0036	0.4797	0.062483125	0.653311489	1	0.465524808	0.042256768	0.965051169	2062	201478005
0.5	1	0.0684	0.2448	0.316419212	0.70947742	1	0.478537177	0.459585168	0.13927403	1641	201477514
0.4	1	0.0297	0.5094	0.126800159	0.780111648	2	0.535341231	0.536958926	0.951798273	2063	201478005
0.5	1	0.2871	0.7965	0.577902218	1.358013866	3	0.473930048	0.389673813	0.468094475	2061	201478005
0.4	1	1.2249	1.2249	1.335125573	1.335125573	0	0.72114372	0.568947512	0.471936976	1622	201477460
0.9	1	0.2619	1.0584	0.136418517	1.494432383	4	0.271384011	0.843073035	0.554838605	2060	201478005
0.4	1	0.6462	0.8253	0.645359531	1.000741373	1	0.522183157	0.657423282	0.150643468	2055	201477980
0.8	1	0.0783	0.9036	0.191048755	1.191790128	2	0.759892223	0.424831112	0.971717251	2054	201477980
0.6	1	0.4293	1.1322	0.246864299	0.904723718	3	0.355385138	0.826219208	0.858145786	1727	201477744
0.7	1	0.3429	0.7029	0.198088689	0.65785942	2	0.409114574	0.523676537	0.441148909	1726	201477744
0.7	1	0.1755	0.36	0.291155143	0.459770731	1	0.933547283	0.806971545	0.09694614	1725	201477744
0.4	1	2.3283	5.2794	3.700527928	7.523361927	5	0.986046962	0.174302202	0.396076587	2697	201478652
0.5	1	0.3375	0.3375	0.38248624	0.38248624	0	0.552931179	0.007296007	0.949820714	1620	201477460
0.5	1	0.1845	0.1845	0.168615588	0.168615588	0	0.521252711	0.181867523	0.788548158	1724	201477744
1	1	0.0117	5.2911	0.128692356	7.652054283	6	0.012692817	0.818615651	0.564447537	2698	201478652
0.6	1	0.0513	2.196	0.192780431	4.562491808	8	0.537237741	0.006867469	0.395088213	2708	201478653
0.6	1	0.2502	0.3528	0.656718821	0.848772725	1	0.696187893	0.860991546	0.965016133	1678	201477571
0.7	1	0.0378	0.1899	0.101872263	0.269443784	1	0.376826993	0.087036801	0.371995363	2724	201478663
0.5	1	0.1845	0.1845	0.085535723	0.085535723	0	0.188875994	0.669996188	0.427778224	1718	201477642
1	1	0.3105	9.8424	0.438725072	16.31338799	17	0.422376046	0.009854502	0.027563828	2145	201478115
0.5	1	0.2268	0.2268	0.302573811	0.302573811	0	0.184428436	0.097458216	0.897604299	1886	201477781
0.5	1	0.2565	0.2565	0.275786031	0.275786031	0	0.567033908	0.006190488	0.681317921	1535	201477389
0.6	1	1.6164	2.4849	2.884091834	4.083924993	4	0.280613383	0.400221695	0.806636964	2785	201478742
0.2	1	1.503	1.6047	2.198639076	2.227343382	1	0.76912967	0.826091444	0.868910889	1942	201477844
0.4	1	0.8586	0.8586	1.110670004	1.110670004	0	0.691710177	0.765822127	0.619497185	2107	201478076
0.6	1	0.1332	0.1332	0.299703545	0.299703545	0	0.142686928	0.24275142	0.505058619	1760	201477686
0.5	1	0.2295	0.486	0.494709748	0.770495779	1	0.351658999	0.219599135	0.979494674	1536	201477389
0.6	1	0.0576	0.1908	0.126666391	0.426369936	1	0.766238462	0.352068868	0.799114587	1761	201477686
0.8	1	0.8883	1.3743	1.121815794	1.892311573	2	0.008168004	0.864139766	0.693821438	1531	201477389
1	1	1.0215	1.9485	1.615249486	3.692678288	2	0.414530877	0.873087996	0.567579941	1567	201477436
0.9	1	0.0405	1.4148	0.260161035	2.152472607	3	0.062946833	0.815038447	0.882232483	1532	201477389
0.9	1	1.9296	3.7872	1.243585175	3.025407679	5	0.82886506	0.375643314	0.243538768	2365	201478362
0.6	1	1.3941	6.2127	2.971412261	10.62516918	10	0.48506021	0.528530395	0.991046281	1762	201477686
0.4	1	0.3403	0.5671	0.957998214	1.260572025	1	0.363553424	0.306482622	0.674112814	1887	201477781
0.9	1	0.8496	1.7082	1.099399321	2.210069324	1	0.57929051	0.770195861	0.281274689	2108	201478147
0.2	1	0.3465	0.3465	0.692455311	0.692455311	0	0.88134452	0.908856484	0.890807045	1882	201477781
1	1	1.7766	13.3272	2.895606652	21.41906397	20	0.170324184	0.830999325	0.217441388	2178	201478147
0.7	1	1.2825	1.2825	1.37223687	1.37223687	0	0.298573674	0.717657278	0.650098802	1539	201477390
0.4	1	0.4239	0.4239	0.691808722	0.691808722	0	0.373721133	0.095369755	0.138264404	2361	201478362
0.7	1	0.1071	0.4536	0.286392655	0.978847966	1	0.37247625	0.44700486	0.246762055	1883	201477781
0.4	1	1.0836	7.6041	2.184890589	13.78188154	14	0.06392933	0.85211235	0.598292351	1754	201477686
0.7	1	0.0648	0.1728	0.27050868	0.436369149	1	0.791368776	0.274951769	0.978653582	1765	201477686
0.2	1	0.6165	0.6165	0.59265954	0.59265954	0	0.234264804	0.237639878	0.622058908	2543	201478541
0.8	1	0.108	0.108	0.165860469	0.165860469	0	0.369167917	0.237379302	0.357699555	1764	201477686
0.5	1	2.3184	2.3184	2.817224624	2.817224624	0	0.65942617	0.4064446	0.522253795	1955	201477900
0.8	1	2.8377	9.1386	0.845434869	10.44654004	14	0.935588525	0.756693676	0.506388156	1947	201477849
0.8	1	4.4595	4.4595	3.732057606	3.732057606	0	0.37244874	0.90195813	0.75741448	1722	201477684
0.4	1	0.6759	0.6759	0.951544949	0.951544949	0	0.847376385	0.604385091	0.854018193	1959	201477850
0.7	1	1.0773	1.6992	1.233193714	1.735453924	2	0.496484169	0.054643863	0.395461209	1498	201477339
0.5	1	0.0117	0.6876	0.091468905	1.043013854	1	0.449080101	0.824974861	0.536453983	1960	201477850
0.8	1	1.1745	1.1745	1.950140606	1.950140606	0	0.225263265	0.11081139	0.55006018	1752	201477685
1	1	0.3951	2.0943	0.381466696	2.11692062	3	0.38478091	0.183072662	0.614310612	1499	201477339
1	1	1.1286	59.1408	1.976349294	59.95772137	26	0.753812327	0.390025148	0.65320389	1834	201477743
1	1	1.1601	44.9361	0.690822197	59.37944953	65	0.685460636	0.136835054	0.733749039	2503	201478775
1	1	0.5301	59.6709	0.372227917	60.32994928	27	0.743529421	0.63721758	0.596867924	1835	201477743
1	1	2.1492	2.1492	3.319983081	3.319983081	0	0.182113011	0.356056418	0.209455286	2453	201478454
1	1	1.8369	46.773	1.616844282	60.99629381	66	0.669803315	0.790995311	0.15691336	2504	201478775
0.4	1	0.288	0.288	0.682519204	0.682519204	0	0.084790596	0.037724426	0.447181674	1807	201477720
1	1	0.0576	7.3908	0.283808419	9.709117424	11	0.777506087	0.726485048	0.270625719	2508	201478733
1	1	1.3491	3.4434	1.622368423	3.739289043	4	0.642389205	0.61845866	0.184783152	1440	201477339
0.8	1	1.3329	1.3329	2.005852778	2.005852778	0	0.101254639	0.59712492	0.737418697	1853	201477767
0.9	1	1.5318	7.3332	1.971465791	9.425309005	10	0.318888182	0.943716583	0.85026927	2507	201478733
0.2	1	0.9594	1.2474	1.585802018	2.268321222	1	0.166809976	0.700738084	0.464302252	1810	201477720
0.6	1	1.1754	1.1754	1.223395154	1.223395154	0	0.496309729	0.278695965	0.683557767	2460	201478516
1	1	1.2537	75.5667	1.884866899	84.53254512	51	0.232260153	0.572490876	0.026547981	1815	201477818
0.6	1	1.6092	5.8014	2.292845808	7.453843214	9	0.728062534	0.545506807	0.815783115	2506	201478733
0.9	1	0.5769	0.5769	0.067423867	0.067423867	0	0.920558334	0.189847421	0.968199305	2252	201478229
0.4	1	0.1764	0.1764	0.685933993	0.685933993	0	0.243305137	0.339141432	0.390432801	1969	201477880
0.5	1	0.1395	0.1395	0.259001984	0.259001984	0	0.562219026	0.067696726	0.538150265	1848	201477767
0.6	1	0.4779	0.4779	1.156464356	1.156464356	0	0.888289059	0.37841312	0.730454104	1488	201477308
0.2	1	0.7263	0.7263	0.817932575	0.817932575	0	0.308937202	0.756898568	0.889591247	1552	201477419
1	1	13.6557	1047.3579	14.93089398	1157.824494	752	0.694526554	0.557739513	0.154203557	2434	201478436
1	1	0.9396	76.8294	1.030935307	86.35625862	54	0.286291315	0.879507884	0.789384034	1909	201477818
0.5	1	0.6849	1.4112	0.175788134	0.993720709	1	0.864476096	0.814492572	0.80820241	1553	201477419
0.9	1	0.2124	0.7893	0.640870578	0.708294445	1	0.717969473	0.392208462	0.125922064	2253	201478229
0.3	1	0.7686	1.791	1.81775339	4.177921025	3	0.989976706	0.091230641	0.949321792	2256	201478229
0.4	1	3.7377	3.7377	5.190348451	5.190348451	0	0.469659273	0.324926854	0.858862877	2227	201478196
0.5	1	0.0279	2.1312	0.138090759	1.887972759	3	0.697582369	0.829944328	0.231999396	1555	201477419
1	1	3.0411	1292.184	3.451148195	1476.414668	999	0.937996413	0.924980249	0.946392995	2609	201478592
1	1	3.4623	115.4376	5.195627229	148.1755511	128	0.262932383	0.559568665	0.238207499	1547	201477403
1	1	4.8465	132.9561	7.286935544	175.8491306	142	0.049449967	0.219099579	0.97507091	1856	201477768
0.3	1	0.2826	0.6354	0.539205187	1.875923723	1	0.002353493	0.770430684	0.605875901	2233	201478203
0.4	1	0.2295	2.2194	0.282348767	1.695105451	1	0.536145111	0.16583025	0.047996472	2580	201478570
0.5	1	0.0954	2.3148	0.135571487	1.830676937	2	0.112902478	0.37065429	0.383565136	2584	201478570
0.5	1	0.5643	1.8333	0.733972737	2.153405953	4	0.395521194	0.223974597	0.802531837	2695	201478764
0.6	1	1.152	1.152	1.191244741	1.191244741	0	0.180539741	0.55119379	0.92363658	2197	201478171
0.5	1	0.7821	1293.8211	0.424604722	1477.973343	1001	0.715640554	0.707635303	0.70409511	2606	201478645
0.5	1	1.2321	1.2321	0.174147018	0.174147018	0	0.514169804	0.3167242	0.976639046	2683	201478692
0.4	1	0.0036	1.2357	0.040443867	0.214590885	1	0.016411128	0.487162551	0.713093745	2687	201478692
0.8	1	0.0099	1.8432	0.087642397	2.24104835	5	0.990797074	0.347206673	0.035304009	2694	201478764
0.3	1	0.3096	2.6244	0.215438231	2.046115168	3	0.711086703	0.144140477	0.830915309	2583	201478570
0.5	1	0.1755	1.0917	0.142183813	1.530062905	1	0.543139379	0.675895642	0.534904602	2158	201478123
0.6	1	0.4923	2.6235	1.498793853	3.386766612	4	0.422350521	0.755446099	0.193722566	1544	201477419
1	1	1.6038	220.4298	3.654153187	281.4099153	216	0.341866262	0.910386032	0.667360598	2085	201478033
1	1	0.0963	1.188	0.162202379	1.692265284	2	0.930015772	0.407545275	0.92915618	2159	201478123
0.4	1	0.0531	1.8963	0.343369188	2.584417537	6	0.879232991	0.791646526	0.344872832	2693	201478764
0.8	1	0.3528	0.3528	1.336718537	1.336718537	0	0.049748913	0.613603472	0.750620436	2232	201478203
0.4	1	0.0036	1.4058	0.069827891	0.683914386	3	0.191668902	0.532956533	0.57936671	2685	201478651
0.7	1	0.7884	0.7884	0.838605419	0.838605419	0	0.657341839	0.545139132	0.475747111	1818	201477723
1	1	0.6831	221.1129	0.629401692	282.039317	217	0.126910629	0.753289825	0.396367337	2086	201478033
1	1	3.3273	3.3759	4.940421748	5.068106436	2	0.640769269	0.450996365	0.712211375	2116	201478084
0.6	1	1.8693	3.0195	2.622352888	3.842959152	2	0.08558564	0.899087054	0.429637592	2089	201478034
-1	1	1.1214	1.1214	0.355837569	0.355837569	0	0.687887454	0.513336674	0.391162952	2818	201478794
0.6	1	0.2889	0.2889	0.952682427	0.952682427	0	0.111642122	0.533490804	0.315409212	1798	201477711
1	1	4.5036	123.03	7.758896068	160.9070065	136	0.32709554	0.969870457	0.267804771	1796	201477711
1	1	2.9772	126.0072	3.100568826	164.0075753	137	0.227569724	0.253530506	0.414170612	1792	201477711
0.4	1	0.207	0.207	0.607923888	0.607923888	0	0.590288859	0.116039002	0.707048709	1503	201477343
0.5	1	0.7749	0.7749	1.180756331	1.180756331	0	0.991498264	0.817405727	0.020737442	1507	201477343
0.9	1	3.8079	5.4261	5.939407998	8.481581958	3	0.484795866	0.907438651	0.983067125	1841	201477767
0.8	1	0.8973	1.377	1.737800504	3.115371458	2	0.031075437	0.292894022	0.083662773	1936	201477880
1	1	0.018	3.7557	0.090169971	5.280518423	1	0.415346817	0.874801718	0.648494051	2228	201478196
0.4	1	0.333	2.385	0.764298209	5.246489901	3	0.02210745	0.704962656	0.759020741	1377	201477208
0.7	1	0.9855	0.9855	1.536012014	1.536012014	0	0.068720718	0.749006093	0.374341117	1409	201477209
1	1	8.1252	106.6248	8.540129111	136.0317433	119	0.615341051	0.962053547	0.660019642	1444	201477229
0.5	1	0.9324	4.3758	1.509692005	5.248981048	5	0.614280343	0.348675958	0.88406738	1441	201477339
0.7	1	0.0747	0.8046	0.104147196	1.088359682	3	0.686929456	0.511695133	0.389663313	1371	201477174
0.8	1	0.4788	0.4788	0.783514244	0.783514244	0	0.893301832	0.886238318	0.418263452	1459	201477269
0.5	1	2.8107	4.8834	5.575187064	8.594220987	7	0.294772305	0.535579593	0.614113903	1373	201477170
0.7	1	0.0837	0.5625	0.444276392	1.227790636	1	0.898243768	0.544472257	0.454501864	1460	201477269
1	1	2.8728	5.076	5.19233084	8.508018328	5	0.745002017	0.793879335	0.157538243	1464	201477270
0.3	1	0.1071	5.1831	0.302424705	8.810443032	6	0.849016899	0.378888359	0.461710808	1465	201477270
0.5	1	0.18	1.3572	0.365540845	2.407031802	3	0.289439019	0.731105328	0.672595247	1330	201477107
0.4	1	0.4014	0.4014	0.484828123	0.484828123	0	0.988798978	0.711521533	0.573909772	1463	201477270
0.5	1	0.1764	0.315	0.104555974	0.423155098	1	0.200653302	0.531204977	0.739979894	1473	201477287
0.6	1	0.1386	0.1386	0.318599124	0.318599124	0	0.84937547	0.306953721	0.076469914	1472	201477287
0.4	1	3.042	3.042	2.134743905	2.134743905	0	0.544394086	0.820149698	0.843036881	3105	201479162
0.4	1	0.0792	0.0792	0.237669681	0.237669681	0	0.246989147	0.567769854	0.229689141	3108	201479163
0.7	1	0.4896	0.4896	0.098105038	0.098105038	0	0.053949891	0.366714612	0.635291916	3176	201479265
0.5	1	0.837	0.837	0.884166404	0.884166404	0	0.418877111	0.983496132	0.77114595	2845	201478826
0.5	1	0.2376	0.2376	0.539133846	0.539133846	0	0.895109029	0.645375397	0.182726667	2843	201478826
0.5	1	0.3897	0.3897	1.16509792	1.16509792	0	0.833578924	0.772803	0.212517776	2885	201478901
0.5	1	0.2835	1.3581	0.79064853	2.21394878	2	0.364472597	0.211259539	0.507546311	2837	201478826
0.5	1	0.1467	0.1467	0.169855744	0.169855744	0	0.407819529	0.49752647	0.524099239	3009	201479042
0.8	1	0.0468	0.1935	0.174462889	0.344318633	1	0.109408628	0.56240811	0.387363883	3015	201479042
