score	bar_type	drain_bar	drain_tot	strkm_bar	strkm_tot	upstr_bars	hydro_rof	struct_rof	geo_rof	unique_id	featureid
0.678	1	0.7677	1.0665	1.270899047	1.6336147	1	0.623842238	0.515752708	0.332367711	805	201476405
0.729	1	1.2582	1.2582	2.175770026	2.175770026	0	0.570997803	0.44258405	0.450738299	856	201476443
0.922	1	1.1997	24.7563	1.062356652	32.03102655	40	0.42386568	0.165508106	0.951406028	1101	201476816
0.553	1	0.7371	0.7371	0.349587084	0.349587084	0	0.333920447	0.446773195	0.925334709	1284	201477081
0.655	1	1.026	1.8702	1.557433371	1.985734702	1	0.85306399	0.551468036	0.126099278	1422	201477220
0.913	1	3.8034	6.8391	4.469678205	6.711404029	2	0.126487301	0.528094003	0.233543059	1123	201476885
0.649	1	0.0378	0.0927	0.09488905	0.185739085	1	0.970350201	0.62430377	0.741112796	657	201476232
0.595	1	0.3645	0.3645	0.09675691	0.09675691	0	0.907318742	0.440075346	0.643908159	652	201476232
0.679	1	0.0549	0.0549	0.090850035	0.090850035	0	0.331466625	0.529869007	0.669367573	656	201476232
0.694	1	0.7281	4.3245	1.626178759	4.605287081	4	0.935305941	0.065294717	0.909301671	1302	201477224
0.706	1	0.0117	4.3362	0.066773013	4.672060094	5	0.4533714	0.715333469	0.852136053	1303	201477224
0.631	1	1.3599	1.3599	1.134746009	1.134746009	0	0.999877469	0.483308977	0.371535833	885	201476528
0.686	1	1.1799	2.6766	1.575905511	2.699079331	2	0.722057645	0.770844771	0.068103946	619	201476185
0.743	1	2.6721	6.0525	3.392294463	6.475344131	4	0.824617899	0.959314345	0.021308044	645	201476231
0.958	1	0.6633	47.9628	0.858661166	55.87250995	57	0.51035672	0.814266067	0.044066376	1221	201477004
0.719	1	1.3752	1.3752	1.388573762	1.388573762	0	0.319204296	0.004218855	0.076979596	1239	201477005
0.638	1	1.7973	1.9773	1.632101267	1.644410789	1	0.080372562	0.682789843	0.05931331	1277	201477173
0	1	0.7065	0.7065	1.227150542	1.227150542	0	0.744396096	0.653246233	0.326553919	832	201476427
0.676	1	1.4346	2.8098	2.102744963	3.491318725	1	0.380321073	0.455816602	0.280539785	1242	201477005
0.663	1	0.0054	2.8152	0.070020107	3.561338831	2	0.020932569	0.517118742	0.950502711	1241	201477005
0	1	0.1512	0.1512	0.249816985	0.249816985	0	0.172564327	0.425789854	0.063145116	1061	201476762
0.682	1	0.8928	3.708	0.289575682	3.850914513	3	0.440285343	0.985683759	0.425955959	1240	201477005
0.918	1	0.9477	16.6176	0.118578187	22.20945959	14	0.622059011	0.379397826	0.616044837	1066	201476762
0.876	1	0.612	15.6699	0.666607197	22.09088141	13	0.063759329	0.23560944	0.769004361	1065	201476762
0.892	1	5.8977	15.0579	7.890908468	21.42427421	12	0.307745582	0.26600387	0.599219675	1064	201476762
0.777	1	1.2123	5.6898	2.752953473	9.569268913	7	0.536141922	0.805714971	0.968787468	929	201476613
0.689	1	1.1439	1.494	1.650393669	2.603154605	2	0.823455367	0.760644295	0.319857851	921	201476605
0.924	1	0.9774	17.7462	1.149009932	23.60828651	16	0.188647972	0.971171549	0.133074464	1063	201476762
0.602	1	0.216	0.7011	0.42095914	1.030083292	1	0.959449993	0.466563195	0.462966864	1059	201476763
0.803	1	0.9126	19.3599	0.954029117	25.59239892	19	0.814575686	0.253879718	0.32343473	1051	201476916
0.884	1	5.1975	12.9564	6.904654724	14.85383327	9	0.438561331	0.254343054	0.776260116	719	201476326
0.884	1	0	12.9564	0.022253879	14.87608715	10	0.860002392	0.302808702	0.785568729	722	201476326
0.563	1	0.4851	0.4851	0.609124152	0.609124152	0	0.507646914	0.911987338	0.117744952	1058	201476763
0.833	1	0.0711	19.431	0.125821081	25.71822	20	0.859793287	0.08091564	0.515705225	1056	201476916
0.886	1	0.0702	13.0266	0.083853322	14.95994048	11	0.972028275	0.13076628	0.31319211	721	201476326
0.809	1	0.0909	19.5219	0.125876927	25.84409693	21	0.43317809	0.462957205	0.310103021	1055	201476916
0.808	1	0.0468	19.5687	0.04866682	25.89276375	22	0.278088223	0.303803459	0.990256253	1054	201476916
0.899	1	0.3519	19.9206	0.518218893	26.41098264	23	0.391444505	0.590637834	0.05546017	1052	201476916
0.917	1	1.7919	3.9483	3.862609689	7.844214861	8	0.191858984	0.367677207	0.685439942	1173	201476985
0.92	1	0.1656	24.0345	0.241783549	34.49698105	33	0.469824464	0.323770429	0.548218254	1224	201476985
0.587	1	0.171	0.171	0.588893304	0.588893304	0	0.955397764	0.514740558	0.954308657	926	201476605
0.866	1	5.4675	59.1156	5.932487971	67.30032322	64	0.092669764	0.961300469	0.152509678	1263	201477034
0	1	0.4959	13.5225	0.48033133	15.44027181	12	0.572703487	0.509239592	0.784563918	720	201476326
0	1	0.1791	0.1791	0.363867631	0.363867631	0	0.105499322	0.350055555	0.431264544	924	201476605
0.832	1	7.3908	7.3908	11.02620574	11.02620574	0	0.172845959	0.298153246	0.363143481	682	201476296
0.64	1	0.1053	0.1053	0.321787764	0.321787764	0	0.967288108	0.9766219	0.910243201	1321	201477149
0	1	0.2223	0.2223	0.129806559	0.129806559	0	0.643792025	0.269950115	0.969471232	676	201476294
0.914	1	0.0351	15.4296	0.128921243	18.82363985	14	0.117569243	0.68271523	0.220828755	696	201476321
0.884	1	0.2889	59.4045	0.473378037	67.77370126	65	0.502123836	0.351245164	0.605877512	1264	201477034
0.592	1	0.0153	0.2376	0.096272446	0.226079005	1	0.500805805	0.849068902	0.342224663	677	201476294
0.606	1	0.3852	0.3852	0.197933342	0.197933342	0	0.468563164	0.48527901	0.055207096	936	201476606
0.838	1	0.6282	8.019	0.711340376	11.73754612	1	0.611201334	0.596420144	0.293220685	685	201476296
0.607	1	0.4023	0.4023	0.363991103	0.363991103	0	0.175711234	0.234142978	0.359217042	450	201475935
0.563	1	1.4787	1.4787	2.452605265	2.452605265	0	0.81600337	0.773236951	0.375014031	1190	201476917
0.78	1	0.2691	8.2881	0.406035561	12.14358168	2	0.820711981	0.0738947	0.62425472	683	201476296
0.635	1	0.1008	0.117	0.591848548	0.715506744	1	0.141697377	0.488935707	0.0688698	1193	201476917
0.664	1	0.0495	2.5983	0.147449423	4.015227493	2	0.951205487	0.218204969	0.06003705	934	201476606
0.682	1	0.9495	0.9495	1.368878537	1.368878537	0	0.561462763	0.1869287	0.038951121	454	201475936
0.613	1	0.0513	0.0513	0.190838743	0.190838743	0	0.98570539	0.398560896	0.440101	1187	201476917
0	1	0.6543	2.0061	1.040920554	2.773790194	2	0.581281027	0.750823706	0.23565863	451	201475980
0.933	1	1.1151	1.2204	1.340889776	1.66267754	1	0.149552985	0.287063345	0.223133969	1322	201477106
0.622	1	2.2626	2.5488	3.676369218	3.86777807	1	0.733081807	0.357881331	0.080132883	933	201476606
0.795	1	1.6353	9.882	1.306291302	9.783642536	9	0.924481845	0.278659078	0.481407185	458	201475959
0.733	1	0.9081	3.1176	1.12044535	3.45267582	2	0.648090295	0.915064442	0.055243033	1403	201477206
0.66	1	0.6201	0.6201	0.484074482	0.484074482	0	0.487709622	0.785750569	0.427963853	485	201475971
0.669	1	0.9333	0.9333	1.448091352	1.448091352	0	0.630828141	0.590613617	0.003241744	1385	201477193
0.584	1	0.3996	1.7487	0.342850184	1.504120801	4	0.854322301	0.204044072	0.474629198	629	201476199
0.933	1	0.8136	21.1887	1.02900684	29.66964362	31	0.407827108	0.045125048	0.259172637	479	201476002
0.548	1	0.0666	1.3491	0.083081064	1.161270617	3	0.204666449	0.800386025	0.533649964	628	201476199
0.772	1	1.2762	1.2762	0.884139119	0.884139119	0	0.647958663	0.98719436	0.844297222	1406	201477217
0.553	1	0.1026	1.2825	0.193547704	1.078189553	2	0.950389851	0.509483896	0.641127679	627	201476199
0.938	1	3.3093	108.0918	4.373239953	104.6772351	75	0.864045352	0.476316548	0.212956871	482	201475972
0.968	1	3.8853	102.654	2.814319373	98.82158925	72	0.335288553	0.179408235	0.951292309	403	201475764
0.753	1	0.5211	4.4091	0.830146229	7.44718648	10	0.982851639	0.321907252	0.371188887	850	201476442
0.672	1	0.8883	1.5327	1.283676541	1.983942409	2	0.765912015	0.294764267	0.725942927	1292	201477092
0.632	1	0.0027	2.1375	0.053924685	2.996335723	5	0.742203278	0.124146554	0.494757464	862	201476446
0	1	0.4923	0.7227	1.023579269	1.423165644	1	0.65191495	0.749272856	0.744953532	701	201476311
0.662	1	1.1403	2.1348	1.672328291	2.942411038	4	0.474548891	0.190853945	0.089857942	861	201476526
0.668	1	0.3672	3.5496	0.546373439	4.271429839	3	0.848585008	0.140654537	0.666214907	1169	201476910
0	1	0.2016	0.9243	0.437552648	1.860718292	2	0.429698353	0.04725576	0.263283939	702	201476311
0.587	1	0.0261	0.0261	0.019815664	0.019815664	0	0.963832675	0.630088175	0.902351549	710	201476312
0.65	1	0.0432	0.9945	0.177236538	1.270082747	3	0.336844323	0.232862991	0.886909427	871	201476485
0.585	1	0.5634	0.5634	0.412669041	0.412669041	0	0.887076032	0.235040685	0.360063813	536	201476034
0.601	1	0.0198	0.5832	0.066085242	0.478754283	1	0.975128628	0.38229141	0.332355693	537	201476034
0.737	1	0.4302	3.888	0.09773334	6.617040252	9	0.903755234	0.358723884	0.056818367	853	201476442
0.667	1	0.0063	0.9207	0.033062639	0.623503719	1	0.089398112	0.838980816	0.618018543	1437	201477228
0.696	1	0.3177	2.6784	0.416465212	4.663962129	5	0.044447277	0.076727539	0.777219513	698	201476378
0	1	1.4103	1.4364	2.366962961	2.386778624	1	0.739916892	0.320160364	0.456379001	707	201476312
0.621	1	0.6534	3.4578	1.51233732	6.519306912	8	0.537386044	0.275201863	0.459536532	852	201476442
0	1	0.3708	0.9513	0.446792693	1.09284621	2	0.600002638	0.253177378	0.427918866	870	201476485
0.641	1	0.4284	0.6444	0.377015235	0.700265868	1	0.037279564	0.175134843	0.404608807	1288	201477092
0.593	1	0.2646	0.5661	0.515540616	0.668696895	1	0.232795712	0.950379703	0.77150918	1245	201477009
0.68	1	0.0495	3.1824	0.213784224	3.7250564	2	0.35989469	0.267130668	0.923455331	1168	201476910
0.68	1	0.0603	0.0603	0.339085088	0.339085088	0	0.003771288	0.276562607	0.566387232	539	201476034
0.674	1	2.9115	3.1329	3.156134521	3.511272176	1	0.943278786	0.933041356	0.992297807	1167	201476910
0.623	1	0.216	0.216	0.323250633	0.323250633	0	0.036317295	0.304803768	0.364663271	1287	201477092
0.66	1	0.5274	0.5805	0.595617667	0.646053517	1	0.061350195	0.087388029	0.88235866	869	201476485
0.706	1	0.1521	3.5838	0.520310944	5.084767157	5	0.335507729	0.624616679	0.852608247	529	201476034
0.754	1	0.0666	3.4317	0.108263515	4.564456213	4	0.708965898	0.664372271	0.511374977	530	201476034
0.631	1	2.7216	3.3651	3.638353327	4.456192698	3	0.214365045	0.854092129	0.391521445	528	201476034
0.581	1	0.3015	0.3015	0.153156279	0.153156279	0	0.868341848	0.733673461	0.48247811	1244	201477009
0.668	1	0.7164	0.7164	0.956689866	0.956689866	0	0.671914161	0.903181177	0.568147302	597	201476141
0	1	0.2214	0.2214	0.355137655	0.355137655	0	0.893272841	0.903336287	0.639267891	1163	201476910
0.837	1	1.1439	7.5492	1.772075985	9.644112363	10	0.568587588	0.672051288	0.361599465	545	201476060
0.639	1	0.1026	0.1026	0.310355129	0.310355129	0	0.623476617	0.850493741	0.815029114	762	201476379
0.625	1	0.0234	0.0234	0.032652334	0.032652334	0	0.993088399	0.002845658	0.586855064	760	201476379
0.668	1	0.0531	0.0531	0.05043585	0.05043585	0	0.297949053	0.941516106	0.574153335	868	201476485
0.756	1	0.0324	3.0636	0.066535158	6.008896203	6	0.140770826	0.967801405	0.156560385	601	201476152
0.729	1	0.8073	3.0312	1.621448958	5.942361045	5	0.438637677	0.291447367	0.431858913	600	201476152
0.626	1	0.3573	0.7074	1.004110879	1.425423971	1	0.731526134	0.824338846	0.600316972	604	201476211
0.641	1	0.0108	0.0108	0.017577605	0.017577605	0	0.811891193	0.059401822	0.664712953	1071	201476819
0.556	1	0.3501	0.3501	0.421313092	0.421313092	0	0.932426198	0.664750682	0.326675502	633	201476211
0	1	0	0.684	0.002322316	0.3979985	1	0.769049527	0.067145132	0.861126418	1030	201476700
0.612	1	0.0234	1.1574	0.11763905	2.37732168	1	0.070394097	0.659789737	0.09790968	611	201476171
0.736	1	0.5904	6.4053	0.684914933	7.872036378	9	0.325673397	0.672945443	0.008275967	562	201476060
0.635	1	1.134	1.134	2.25968263	2.25968263	0	0.91546905	0.727938591	0.547463315	610	201476171
0.65	1	0.0135	0.0135	0.033029055	0.033029055	0	0.689848503	0.978385658	0.253676116	370	201475844
0.661	1	0.3591	0.3591	0.518166437	0.518166437	0	0.637619743	0.382459047	0.966612945	607	201476171
0.633	1	0.2619	0.2727	0.524927763	0.542505368	1	0.976196993	0.597895329	0.551490847	1075	201476819
0.62	1	0.0171	0.2898	0.024852953	0.567358321	2	0.545622055	0.716267832	0.906181012	1074	201476819
0.651	1	1.4175	2.1015	0.518603753	0.916602253	2	0.492364214	0.262659255	0.6233559	1029	201476700
0.701	1	0.1134	5.8149	0.132630583	7.187121445	8	0.892888918	0.168582384	0.777074375	566	201476060
0.667	1	0.0441	2.1456	0.122068717	1.03867097	3	0.841106838	0.93854543	0.648923042	1028	201476700
0.75	1	0.6543	5.7015	0.48772257	7.054490862	7	0.743562393	0.316477883	0.789373898	565	201476060
0.655	1	0.9252	0.9252	0.413125128	0.413125128	0	0.45949534	0.998523215	0.775628543	1068	201476768
0.771	1	0.9981	3.1437	0.264149625	1.302820595	4	0.535032054	0.138527419	0.251581712	1027	201476700
0.628	1	0.1755	0.1755	0.211546406	0.211546406	0	0.366377375	0.566899581	0.249115158	843	201476433
0	1	0.2097	3.3534	0.123742959	1.426563555	5	0.714160949	0.85333579	0.570836228	1025	201476700
0.77	1	0.0711	5.0472	0.226272532	6.566768293	6	0.09741629	0.248370538	0.32103323	564	201476060
0.61	1	1.3401	1.6299	0.790863827	1.358222149	3	0.446987909	0.008895572	0.680551615	1072	201476819
0.555	1	0.1035	1.1142	0.238056863	1.127986702	1	0.633375425	0.006785439	0.138950502	1486	201477307
0.651	1	1.2258	1.2258	0.708876824	0.708876824	0	0.574971163	0.6476546	0.643937044	618	201476185
0.946	1	1.3833	32.9787	0.942496657	39.68492723	44	0.393698642	0.252814172	0.960492215	1133	201476885
0.62	1	1.2492	1.7064	1.191338424	1.473834419	3	0.808754284	0.655501361	0.835775274	654	201476232
0.678	1	2.1087	2.1087	0.99004765	0.99004765	0	0.001933867	0.180803282	0.761556628	1136	201476886
0.77	1	1.2672	3.3759	1.936433597	2.926481247	1	0.967294346	0.312689883	0.095499298	1137	201476886
0.582	1	0.2709	1.4967	0.414296996	1.12317382	1	0.585343353	0.513398832	0.7796067	621	201476185
0.577	1	0.738	0.738	1.175067652	1.175067652	0	0.886177231	0.82154767	0.544688273	826	201476426
0.546	1	0.3159	0.3159	0.114953626	0.114953626	0	0.010507625	0.043920385	0.052651483	1300	201477099
0.952	1	1.6128	37.9674	1.48986736	44.10127584	47	0.107605064	0.296869263	0.62187454	1223	201476974
0.646	1	0.666	1.404	0.427132625	1.602200277	1	0.456512671	0.906815173	0.772799149	827	201476426
0.62	1	0.9117	1.1799	0.490222005	0.884641849	1	0.134006107	0.326389232	0.874761764	626	201476199
0.608	1	0.2682	0.2682	0.394419844	0.394419844	0	0.859940175	0.432900963	0.743620848	625	201476199
0.661	1	1.3581	1.8414	2.267789335	2.73981542	1	0.444085558	0.081696236	0.903003645	994	201476663
0.828	1	4.6647	6.8535	5.711691589	8.737563146	7	0.11332182	0.102843784	0.152807754	1358	201477146
0	1	1.6497	1.6497	1.937580265	1.937580265	0	0.795473818	0.362875214	0.748132969	1143	201476892
0.642	1	0.0882	2.1285	0.238205287	1.482405887	1	0.408932656	0.486148364	0.754898729	428	201475878
0.943	1	1.287	20.3751	0.762142482	28.64063678	30	0.404018619	0.804102354	0.879516284	481	201476002
0.741	1	0.1251	11.3427	0.355417431	14.3532881	18	0.718383162	0.160878369	0.829532739	1215	201476941
0.641	1	0.18	0.18	0.221940492	0.221940492	0	0.635283917	0.552885839	0.249691775	1447	201477232
0.665	1	2.0403	2.0403	1.2442006	1.2442006	0	0.667271533	0.832059748	0.479497233	427	201475878
0.644	1	0.0648	0.2448	0.346601374	0.568541866	1	0.37227372	0.710393802	0.752282161	1449	201477232
0.669	1	0.2187	0.4635	0.429181573	0.997723439	2	0.893500911	0.514105695	0.98436923	1448	201477232
0.759	1	0.3744	11.2176	0.360287624	13.99787067	17	0.558197677	0.274934647	0.001665043	1214	201476941
0	1	0.9828	0.9828	1.399022004	1.399022004	0	0.517862757	0.581677336	0.603280876	814	201476408
0.763	1	0.2781	10.8432	0.423471177	13.63758304	16	0.853232593	0.85927378	0.150533727	1213	201476941
0	1	0.4833	0.4833	0.472026085	0.472026085	0	0.862228627	0.31526725	0.207590911	990	201476663
0.914	1	0.6903	19.0881	1.569946952	27.8784943	29	0.324816966	0.284504975	0.483501596	478	201476002
0.56	1	0.441	0.441	0.626437066	0.626437066	0	0.801816148	0.759691536	0.373343034	1161	201476909
0.804	1	0.0117	10.5651	0.059426721	13.21411187	15	0.247553833	0.220449623	0.739108223	1212	201476941
0.619	1	0.2304	0.2304	0.399586375	0.399586375	0	0.278917004	0.391485716	0.909323747	704	201476311
0.919	1	0.6255	1.3131	0.742995858	1.318428146	1	0.383180881	0.198192065	0.242671459	498	201476008
0.529	1	0.6876	0.6876	0.575432289	0.575432289	0	0.151521296	0.358384665	0.863996075	497	201476086
0.717	1	1.4859	1.9269	1.447024623	2.07346169	1	0.73709514	0.922304566	0.063635661	1158	201476909
0.732	1	0.0252	0.2295	0.112109807	0.747065582	1	0.064831137	0.846678594	0.217791922	1156	201476909
0.673	1	0.2043	0.2043	0.634955774	0.634955774	0	0.185649405	0.107460189	0.061389156	1155	201476909
0.654	1	0.6471	0.6471	0.266254066	0.266254066	0	0.559035275	0.628680391	0.065945096	487	201475973
0.916	1	1.5246	16.4376	3.029399546	24.72386514	25	0.333963837	0.643692565	0.663480049	525	201476033
0.802	1	0.1539	5.8599	0.669822448	7.761779559	8	0.155176661	0.039606941	0.955299409	1165	201476942
0.68	1	2.5128	17.415	2.817426229	18.89895577	11	0.396818823	0.182616678	0.41365025	1571	201477450
0.762	1	0.693	2.9916	0.560687439	3.423422585	3	0.63145448	0.348431113	0.356419999	1521	201477386
0.615	1	1.6083	2.2986	1.918551005	2.862735146	2	0.565877647	0.406394396	0.190921373	1520	201477386
0.609	1	0.3789	0.3789	0.561128581	0.561128581	0	0.410069272	0.603312597	0.628362115	1518	201477386
0.638	1	0.3114	0.3114	0.383055559	0.383055559	0	0.064804255	0.488885081	0.601002043	1523	201477386
0.588	1	0.6678	0.8046	1.294324832	1.404644399	1	0.905588057	0.248575511	0.550734361	1433	201477317
0.649	1	0.1368	0.1368	0.110319567	0.110319567	0	0.338801105	0.65245481	0.115106101	1432	201477317
0.565	1	0.0297	1.2582	0.225286744	1.673322126	3	0.383066714	0.979721078	0.696253535	1485	201477307
0.738	1	3.5505	4.8087	5.061850413	6.735172539	4	0.754358136	0.088307641	0.455312799	1511	201477376
0.606	1	0.1143	1.2285	0.32004868	1.448035382	2	0.13474689	0.298419316	0.371300281	1484	201477307
0.62	1	0.6138	1.7262	0.791112557	0.99337362	1	0.561095245	0.838497908	0.751242935	1430	201477260
0.638	1	1.971	1.971	2.1403755	2.1403755	0	0.452371362	0.519904542	0.102634051	21	201473815
0.671	1	0.0774	2.0484	0.535430998	2.675806499	1	0.499096215	0.642900648	0.619910646	22	201474006
0.685	1	0.009	0.009	0.061811263	0.061811263	0	0.82866004	0.854274292	0.38156818	36	201474006
0.761	1	2.637	2.637	4.746584881	4.746584881	0	0.070478652	0.543527355	0.228411485	39	201474006
0.715	1	0.0153	11.4516	0.047149998	9.562299558	3	0.116633979	0.739847881	0.820363526	30	201473895
0.617	1	1.4112	1.4112	1.296089948	1.296089948	0	0.354524702	0.977461983	0.58718338	1	201473434
0.548	1	1.4571	1.4571	0.654412441	0.654412441	0	0.445571524	0.51712833	0.004844479	4	201473435
0.651	1	0.9765	0.9765	0.714369591	0.714369591	0	0.628885518	0.625911007	0.259126668	25	201473846
0.647	1	0.5796	0.5796	0.730858786	0.730858786	0	0.066086385	0.561161745	0.994132699	28	201473847
0.933	1	1.4742	37.0953	2.289521917	32.04485801	9	0.096938182	0.127185589	0.787739603	1045	201476743
0	1	0.0612	37.1565	0.144005298	32.1888633	10	0.325082446	0.282170905	0.683926581	1046	201476743
0.681	1	1.2132	1.2132	0.259504287	0.259504287	0	0.343584994	0.077313203	0.056152873	1040	201476733
0.6	1	0.6093	0.6093	0.921007649	0.921007649	0	0.006425981	0.94319189	0.773678149	1015	201476686
0.667	1	4.2237	4.2237	2.741729211	2.741729211	0	0.518992952	0.239377528	0.958798967	1016	201476686
0.63	1	0.4212	0.4212	0.342288535	0.342288535	0	0.824111374	0.056656783	0.156977323	421	201475851
0.585	1	1.9404	1.9404	2.998268246	2.998268246	0	0.322866542	0.843695678	0.784341699	493	201476090
0.854	1	1.7937	6.6267	1.557192718	5.219929578	2	0.371729963	0.407316261	0.714967735	1011	201476686
0.518	1	1.1682	1.1682	1.089112954	1.089112954	0	0.327358123	0.218300449	0.626488126	1043	201476852
0.848	1	0.0459	6.8832	0.104107434	5.793192944	4	0.823581044	0.931491414	0.451698148	1013	201476686
0.823	1	0.2106	6.8373	0.469155932	5.68908551	3	0.159472075	0.271814065	0.491146125	1012	201476686
0.687	1	1.7064	1.7064	2.577367104	2.577367104	0	0.296198783	0.831802042	0.470079947	500	201476011
0.693	1	0.4023	2.1087	0.126035902	2.703403006	1	0.129100676	0.346860315	0.290517529	503	201476011
0.672	1	2.2149	2.2149	2.028433897	2.028433897	0	0.267964057	0.110160103	0.406593936	409	201475825
0.693	1	0	2.1087	0.018943644	2.72234665	2	0.334720708	0.389470321	0.89193387	501	201476011
0.703	1	0.126	0.126	0.27589466	0.27589466	0	0.015575361	0.325722907	0.63362346	507	201476012
0.706	1	1.107	3.3219	0.514672177	2.543106074	1	0.038916428	0.217106968	0.357522858	412	201475825
0.676	1	0.2286	3.5505	0.300525452	2.843631527	2	0.567301671	0.271871482	0.185640408	410	201475825
0.611	1	1.1655	3.2553	0.738638046	4.703719208	4	0.477738698	0.14556017	0.186199537	415	201475828
0.805	1	1.4409	8.2467	0.9300005	8.477351234	8	0.097736919	0.435144141	0.732640688	457	201475959
0.63	1	2.475	2.475	1.980802684	1.980802684	0	0.348963109	0.907386334	0.611776645	915	201476593
0.579	1	1.0359	1.0359	0.422142256	0.422142256	0	0.541883869	0.432441603	0.13470953	1079	201476778
0.633	1	0.5229	3.6405	0.702345802	4.155021623	3	0.483163016	0.594967943	0.218537373	1404	201477206
1	1	0.2754	475.2225	0.074179605	498.7760349	260	0.073120232	0.904574002	0.831652086	1209	201476938
0	1	1.8378	1.8378	1.216842042	1.216842042	0	0.288002525	0.490667493	0.503714865	400	201475751
0.678	1	2.7747	3.3453	0.123664729	0.571398347	1	0.638870713	0.055172515	0.596770718	462	201476132
0.724	1	0.0018	4.7025	0.046405881	1.648726083	3	0.437943558	0.750720595	0.129621471	464	201476132
0.705	1	4.9923	5.2209	4.086172409	4.43274822	1	0.542582425	0.337647024	0.351177849	944	201476744
0	1	0.8901	5.5926	1.003324778	2.652050861	4	0.532650787	0.948643653	0.775312434	467	201476132
0.746	1	5.9283	5.9283	3.417987594	3.417987594	0	0.761819737	0.206475777	0.813289833	917	201476661
0.62	1	1.3545	1.3545	1.196205097	1.196205097	0	0.468987655	0.303257131	0.199223676	573	201476089
0.766	1	0.756	6.3486	0.401480122	3.053530984	5	0.613746398	0.399374816	0.198763453	466	201476132
0.77	1	0.0081	6.3567	0.039393804	3.092924787	6	0.819276647	0.719271678	0.821768319	465	201476132
0.814	1	8.4717	14.4	5.968624968	9.386612562	1	0.474207681	0.597485674	0.199255635	918	201476625
0	1	0.5643	0.5643	0.38156104	0.38156104	0	0.732776076	0.209356577	0.617393853	767	201476384
0.729	1	0.1071	3.7413	0.11252921	3.222356182	1	0.931097313	0.949294772	0.456529098	576	201476205
0.748	1	3.6342	3.6342	3.109826972	3.109826972	0	0.709611281	0.493711056	0.027824882	575	201476205
0.602	1	1.962	1.962	1.926935471	1.926935471	0	0.516411657	0.449085947	0.259745878	949	201476753
0.931	1	1.4463	23.0292	2.191508323	17.93780458	5	0.115588008	0.624321293	0.516065935	950	201476636
0.904	1	10.1511	33.7446	9.933748757	28.25311437	7	0.755329069	0.049092425	0.729972225	1037	201476732
0.701	1	2.6784	2.6784	3.687991942	3.687991942	0	0.273335226	0.188883012	0.653562152	1008	201476687
0.71	1	0.0495	2.7279	0.214797873	3.902789815	1	0.503346882	0.498336491	0.419874052	1009	201476687
0.584	1	0.5445	0.5445	0.284601827	0.284601827	0	0.450077656	0.866794821	0.122597136	616	201476177
0.58	1	1.4679	1.8891	1.410832033	1.753120568	1	0.995985644	0.799723239	0.869626151	423	201475851
0.646	1	0.0252	1.9143	0.093463412	1.84658398	2	0.062892953	0.085711534	0.880417752	422	201475851
0.719	1	3.6531	4.1976	2.892450802	3.177052629	1	0.392562609	0.652188112	0.413249243	491	201476151
0.688	1	1.4193	1.4193	1.254407644	1.254407644	0	0.951076291	0.538869058	0.836101648	1235	201477003
0.616	1	1.5408	3.4812	1.96473589	4.963004135	1	0.36486737	0.988726095	0.503614107	494	201476090
0.753	1	4.6827	4.6827	4.056071536	4.056071536	0	0.114430718	0.805791982	0.280829913	1087	201476805
0.803	1	0.3321	8.0109	0.893796532	9.033853297	4	0.998656407	0.583633661	0.175513083	469	201475983
1	1	6.6744	245.0637	9.649476124	247.4045061	73	0.189823547	0.689299978	0.394390718	471	201476069
0.861	1	6.3657	62.2818	8.085012713	57.73784967	24	0.749927044	0.664281405	0.531184538	1216	201476954
0.66	1	0.2205	2.0844	0.416328468	2.363302117	2	0.862631997	0.928582613	0.285051187	1129	201476880
0.834	1	0.0207	7.4322	0.021554027	4.088346423	2	0.129647903	0.316890328	0.782452675	1366	201477196
0.599	1	0.018	1.8639	0.021149976	1.94697365	1	0.642880197	0.954511016	0.599963799	1128	201476880
0.604	1	1.8459	1.8459	1.925823674	1.925823674	0	0.174021073	0.621411108	0.199870415	1127	201476880
1	1	0.2718	245.3355	0.434312771	247.8388189	74	0.742834456	0.993159187	0.841934834	474	201476069
1	1	0.5769	245.9124	0.573379857	248.4121988	75	0.390862538	0.762802703	0.44521328	472	201476069
0.6	1	0.6543	0.6543	1.230187032	1.230187032	0	0.492826227	0.746850064	0.838401982	1237	201476996
0.913	1	1.7667	66.1221	3.015790312	63.23823466	27	0.586243172	0.922634391	0.054084897	1268	201477037
0.549	1	0.6345	0.6345	0.707923593	0.707923593	0	0.212590278	0.189282096	0.273568632	1361	201477169
0.628	1	0.4833	0.4833	0.283215881	0.283215881	0	0.652366452	0.520958418	0.755356644	1273	201477038
0.872	1	3.492	70.0974	4.233188154	67.75463869	29	0.08777836	0.434043399	0.047236847	1350	201477131
0.626	1	0.7416	0.7416	0.616255205	0.616255205	0	0.246752974	0.513358424	0.121570521	1419	201477219
0	1	3.0402	3.0402	2.411190516	2.411190516	0	0.719843435	0.25027661	0.504355457	541	201476042
0.633	1	1.3815	1.3815	0.817198969	0.817198969	0	0.68258477	0.541387011	0.413931639	1120	201476859
0.464	1	0.6579	1.3995	0.497745446	1.114000651	1	0.445677045	0.264446724	0.558967824	1420	201477219
1	1	7.3908	256.3434	8.220137575	259.0435269	77	0.303018543	0.475182401	0.099892754	546	201476053
