score	bar_type	drain_bar	drain_tot	strkm_bar	strkm_tot	upstr_bars	str_order	observed_date	unique_id	featureid
1	1	0.126	5.8041	0.166669668	9.176087143	6	2	7/8/2014	1843	201477767
0	1	0.162	5.5881	0.313010125	8.794592082	4	2		1844	201477767
0.5	1	0.1395	0.1395	0.259001984	0.259001984	0	1	5/11/2015	1848	201477767
0.556	1	0.1458	0.1458	0.277319196	0.277319196	0	1		1851	201477767
0.8	1	1.3329	1.3329	2.005852778	2.005852778	0	2	7/14/2014	1853	201477767
1	1	4.8465	132.9561	7.286935544	175.8491306	142	5	7/8/2014	1856	201477768
0.6	1	0.2718	0.2718	0.441868158	0.441868158	0	1	5/18/2015	1862	201477778
0.4	1	0.8532	0.8532	0.17472507	0.17472507	0	1	8/19/2014	1865	201477778
0.5	1	1.485	1.485	2.644933011	2.644933011	0	2	10/29/2014	1870	201477780
0.5	1	0.6012	2.0988	0.653256438	3.342057119	2	2	10/29/2014	1871	201477780
0.6	1	0.0126	1.4976	0.04386767	2.688800681	1	2	10/29/2014	1872	201477780
0.8	1	0.6399	4.3254	1.536475623	4.535555089	3	2	10/28/2014	1873	201477779
0.685	1	0.4437	4.7691	0.848076696	5.383631785	4	2		1874	201477779
0	1	0.4365	0.4365	1.5064675	1.5064675	0	1		1880	201477957
0.2	1	0.3465	0.3465	0.692455311	0.692455311	0	1	6/30/2014	1882	201477781
0.7	1	0.1071	0.4536	0.286392655	0.978847966	1	1	6/27/2014	1883	201477781
0.5	1	0.2268	0.2268	0.302573811	0.302573811	0	1	5/7/2015	1886	201477781
0.4	1	0.3403	0.5671	0.957998214	1.260572025	1	1	6/27/2014	1887	201477781
0.7	1	2.7162	7.2603	3.244398786	7.333694218	2	2	6/20/2014	1890	201477783
0.7	1	1.1907	8.451	1.355185058	8.688879275	3	2	6/23/2014	1891	201477783
0.635	1	1.377	1.377	1.355367705	1.355367705	0	1		1894	201477785
0.631	1	0.0648	1.4418	0.234563742	1.589931447	1	1		1895	201477785
0.6	1	0.7623	1.4796	1.005894486	2.022175294	2	1	5/14/2015	1897	201477789
0.3	1	0.7173	0.7173	1.016280808	1.016280808	0	1	10/28/2014	1900	201477789
0	2	2.0772	10.4247	3.138132976	13.88599717	11	3		1901	201477884
0.3	1	0.8253	0.8253	0.768797569	0.768797569	0	1	9/17/2014	1904	201477814
0.5	1	0.1791	1.9566	0.142370112	2.645463859	3	1	9/22/2014	1905	201477814
0.5	1	0.0414	1.7775	0.092859381	2.503093747	2	1	9/22/2014	1907	201477814
0.4	1	0.9108	1.7361	1.641436797	2.410234365	1	1	9/22/2014	1908	201477814
1	1	0.9396	76.8294	1.030935307	86.35625862	54	4	7/7/2014	1909	201477818
0.3	2	0.3825	77.2119	0.553788656	86.91004728	55	4		1910	201477818
0.684	1	0.2727	0.2727	0.519406542	0.519406542	0	1		1913	201477818
0.706	1	0.0504	0.3231	0.273371654	0.792778197	1	1		1914	201477818
1	1	2.7027	17.7543	4.937664575	29.04706388	23	4	6/20/2014	1916	201478058
1	1	0.5805	18.4428	0.974328153	30.42782126	26	4	6/23/2014	1917	201478058
0.8	1	0.054	17.8623	0.299653565	29.4534931	25	4	6/23/2014	1919	201478058
1	1	0.054	17.8083	0.106775661	29.15383954	24	4	6/20/2014	1920	201478058
0.611	1	1.1592	1.1592	2.365352119	2.365352119	0	2		1922	201477832
1	1	0.0342	17.9199	2.364468496	20.13671645	7	3	8/19/2014	1925	201477836
0.4	1	1.1709	1.1709	1.36339138	1.36339138	0	1	8/19/2014	1929	201477837
0.555	1	0.2934	0.2934	1.052118316	1.052118316	0	1		1931	201477838
0	2	0.1188	0.5634	0.458492713	1.648231966	2	1		1932	201478033
0.65	1	0.1512	0.4446	0.137620936	1.189739252	1	1		1934	201478033
0.8	1	0.8973	1.377	1.737800504	3.115371458	2	2	7/7/2014	1936	201477880
0.889	1	0.4482	79.0371	0.492882061	90.5183008	59	4		1937	201477838
0.675	1	0.1017	0.1017	0.028704307	0.028704307	0	1		1939	201477844
0.2	1	1.503	1.6047	2.198639076	2.227343382	1	2	6/30/2014	1942	201477844
0.5	1	1.1313	2.736	1.85453326	4.081876643	2	2	6/20/2014	1943	201477844
1	1	0.3744	5.8167	1.031965656	9.214709764	12	2	9/22/2014	1945	201477849
1	1	0.4842	6.3009	0.386395411	9.601105175	13	2	9/22/2014	1946	201477849
0.8	1	2.8377	9.1386	0.845434869	10.44654004	14	2	7/10/2014	1947	201477849
1	1	0.6003	2.9214	1.242641423	4.569255757	5	2	9/22/2014	1950	201477874
0.737	1	0.1953	3.1167	0.314752037	4.884007794	6	2		1951	201477874
0.4	1	0.369	0.369	0.653272456	0.653272456	0	1	9/22/2014	1953	201477849
0.5	1	2.3184	2.3184	2.817224624	2.817224624	0	2	7/10/2014	1955	201477900
0.4	1	0.6759	0.6759	0.951544949	0.951544949	0	1	7/10/2014	1959	201477850
0.5	1	0.0117	0.6876	0.091468905	1.043013854	1	1	7/10/2014	1960	201477850
0.4	1	7.8966	30.7494	8.221175215	33.67002463	15	3	10/8/2014	1962	201477870
0.5	1	0.0189	0.0189	0.053337899	0.053337899	0	1	5/12/2015	1964	201477873
0	2	2.3364	2.6883	2.073378124	3.590261246	2	1		1965	201477873
0.671	1	0	2.6883	0.000796441	3.591057687	3	1		1966	201477873
1	1	0.333	0.3519	1.463545223	1.516883122	1	1	10/8/2014	1967	201477873
0.4	1	0.1764	0.1764	0.685933993	0.685933993	0	1	7/7/2014	1969	201477880
0.57	1	0.3033	0.3033	0.691636961	0.691636961	0	1		1971	201477880
0.8	1	0.1296	0.1296	0.171036658	0.171036658	0	1	5/13/2015	1974	201477883
0.7	1	0.9441	1.0737	0.186647238	0.357683896	1	1	8/19/2014	1975	201477883
0.7	1	0.1827	11.0061	0.872573766	16.06250371	13	3	5/11/2015	1976	201477884
0.5	1	0.3987	0.3987	1.303932769	1.303932769	0	2	10/29/2014	1979	201477884
0	2	1.7838	12.7899	0.848688342	16.91119205	14	3		1982	201477936
1	1	0.0045	12.7944	0.044958357	16.95615041	15	3	10/29/2014	1983	201477936
0.6	1	0.2511	0.2511	0.363670298	0.363670298	0	1	5/15/2015	1987	201477892
0.5	1	0.2808	0.6264	0.450830899	1.168095962	2	1	9/22/2014	1988	201477892
0.4	1	0.0945	0.3456	0.353594765	0.717265063	1	1	9/22/2014	1989	201477892
0.3	1	1.179	1.179	1.223875085	1.223875085	0	1	9/22/2014	1991	201477890
0.8	1	0.5157	1.6947	0.934643288	2.158518373	1	1	9/22/2014	1992	201477890
0.8	1	2.268	2.268	1.197013154	1.197013154	0	1	9/17/2014	2002	201477919
0.3	1	0.6228	0.6228	0.548972723	0.548972723	0	1	9/17/2014	2005	201477918
0.4	1	0.8811	1.5039	1.078569537	1.62754226	1	1	9/17/2014	2006	201477918
0.623	1	1.2186	1.2186	0.936579881	0.936579881	0	1		2008	201477935
0.781	1	0.9828	5.6592	1.11082229	5.021585738	3	1		2009	201477935
0.767	1	0.5589	4.6764	0.986320389	3.910763448	2	1		2010	201477935
0.5	1	2.8989	4.1175	1.987863177	2.924443058	1	1	10/28/2014	2011	201477935
1	1	1.5462	11.439	1.706829945	11.98564067	6	2	6/23/2014	2012	201477939
0.763	1	1.5597	12.9987	1.980361064	13.96600173	7	2		2013	201477939
0.6	1	1.5786	2.7063	1.742615144	3.490699253	4	2	10/31/2014	2018	201477940
0.684	1	0.0027	2.709	0.050191921	3.540891174	5	2		2019	201477940
0.6	1	0.2106	0.2106	0.14271981	0.14271981	0	1	6/19/2015	2021	201477940
0.648	1	0.5472	0.7578	0.923471037	1.066190847	1	1		2022	201477940
0.7	1	0.3321	1.0899	0.553960627	1.620151474	2	1	6/24/2014	2023	201477940
0.8	1	0.0378	1.1277	0.127932635	1.748084109	3	1	6/24/2014	2024	201477940
0	2	10.0349	134.7093	16.23544648	206.2494951	156	4		2032	201477957
0.955	1	0	134.7093	0.006874537	206.2563696	157	4		2033	201477957
0.678	1	1.0602	1.0602	1.161470855	1.161470855	0	1		2038	201477962
0.594	1	0.09	0.09	0.059135409	0.059135409	0	1		2041	201477963
0.4	1	1.1565	1.1565	0.09846052	0.09846052	0	1	10/29/2014	2043	201477974
1	1	1.0494	2.2059	1.806414663	1.904875183	1	1	10/29/2014	2044	201477974
0.3	1	0.3681	0.3681	0.628626749	0.628626749	0	1	6/30/2014	2051	201477980
0.5	1	0.1791	0.1791	0.355381843	0.355381843	0	1	5/7/2015	2053	201477980
0.8	1	0.0783	0.9036	0.191048755	1.191790128	2	1	6/23/2014	2054	201477980
0.4	1	0.6462	0.8253	0.645359531	1.000741373	1	1	6/23/2014	2055	201477980
0.6	1	0.8991	0.8991	0.685862991	0.685862991	0	1	5/14/2015	2057	201477999
0.643	1	0.4761	0.4761	0.590828364	0.590828364	0	1		2059	201478005
0.9	1	0.2619	1.0584	0.136418517	1.494432383	4	1	7/1/2014	2060	201478005
0.5	1	0.2871	0.7965	0.577902218	1.358013866	3	1	7/1/2014	2061	201478005
0.5	1	0.0036	0.4797	0.062483125	0.653311489	1	1	6/30/2014	2062	201478005
0.4	1	0.0297	0.5094	0.126800159	0.780111648	2	1	6/30/2014	2063	201478005
0.7	1	0.0792	0.0792	0.310855681	0.310855681	0	1	10/31/2014	2065	201478060
0.2	1	0.7596	0.8388	0.706129856	1.016985537	1	1	11/12/2014	2066	201478060
0.4	1	0.9783	17.5248	2.295552351	20.81943079	16	3	6/23/2014	2067	201478012
0.647	1	0	17.5248	0.020728325	20.84015912	17	3		2068	201478012
0.606	1	0.1278	0.1278	0.478511364	0.478511364	0	1		2071	201478028
0.7	1	0.7857	0.9135	0.691634923	1.170146286	1	1	9/19/2014	2072	201478028
0	2	3.3669	8.0523	3.262823455	7.257525156	5	2		2074	201478049
1	1	0.0702	8.1225	0.056014023	7.313539178	6	2	9/19/2014	2075	201478049
0.5	1	1.1799	1.1799	1.196879962	1.196879962	0	1	6/23/2014	2078	201478011
0.673	1	0.0027	0.0027	0.018549595	0.018549595	0	1		2081	201478033
0.679	1	0.0144	0.0171	0.0709172	0.089466795	1	1		2082	201478033
0.654	1	0.4482	0.4653	0.474544837	0.564011632	2	1		2083	201478033
1	1	1.6038	220.4298	3.654153187	281.4099153	216	5	6/25/2014	2085	201478033
1	1	0.6831	221.1129	0.629401692	282.039317	217	5	6/25/2014	2086	201478033
0.6	1	1.8693	3.0195	2.622352888	3.842959152	2	2	6/27/2014	2089	201478034
0.4	1	1.089	1.089	1.6486026	1.6486026	0	1	9/19/2014	2095	201478048
0.9	1	1.5399	3.87	2.5463478	5.86119706	9	2	6/30/2014	2099	201478063
0.647	1	0.7569	0.7569	0.780305356	0.780305356	0	1		2103	201478070
0.3	1	0.3303	2.7432	0.345825973	3.178443025	2	1	9/10/2014	2104	201478070
0.4	1	1.656	2.4129	2.052311696	2.832617052	1	1	10/28/2014	2105	201478070
0.4	1	0.8586	0.8586	1.110670004	1.110670004	0	1	6/30/2014	2107	201478076
0.9	1	0.8496	1.7082	1.099399321	2.210069324	1	1	6/25/2014	2108	201478147
1	1	3.3273	3.3759	4.940421748	5.068106436	2	2	6/27/2014	2116	201478084
0	1	7.2837	654.0948	8.820049928	680.5484028	361	6		2119	201478155
0.6	1	1.9224	1.9224	1.217959656	1.217959656	0	1	8/26/2014	2122	201478085
0.577	1	0.2736	0.2736	1.380281236	1.380281236	0	1		2124	201478090
0.584	1	0.0063	0.2799	0.057922205	1.438203441	1	1		2125	201478090
0.59	1	0.0441	0.0441	0.096556968	0.096556968	0	1		2134	201478104
0.58	1	0.0045	0.0486	0.03112772	0.127684688	1	1		2135	201478104
0.4	1	0.3393	0.3393	0.110156141	0.110156141	0	1	9/19/2014	2137	201478107
0.4	1	1.4517	1.4517	1.684357965	1.684357965	0	1	8/27/2014	2140	201478217
0.851	1	0.8253	9.5319	1.7253012	15.87466292	16	3		2144	201478115
1	1	0.3105	9.8424	0.438725072	16.31338799	17	3	6/25/2014	2145	201478115
1	1	0.6363	4.3542	1.120836431	7.268687071	4	3	6/25/2014	2147	201478152
0.6	1	0.4824	8.7066	1.019477589	14.14936172	15	3	6/25/2014	2148	201478115
0.609	1	0.7722	0.7722	0.920870455	0.920870455	0	1		2151	201478121
0.8	1	1.0647	1.8945	1.79361278	2.888283063	2	1	9/10/2014	2152	201478121
0.549	1	0.0576	0.8298	0.173799828	1.094670283	1	1		2153	201478121
1	1	5.3361	30.6333	6.343921063	36.29325848	28	3	10/13/2014	2154	201478297
0.547	1	0.9162	0.9162	1.387879092	1.387879092	0	1		2157	201478123
0.5	1	0.1755	1.0917	0.142183813	1.530062905	1	1	6/25/2014	2158	201478123
1	1	0.0963	1.188	0.162202379	1.692265284	2	1	6/25/2014	2159	201478123
0.4	1	0.9801	0.9801	0.853696615	0.853696615	0	1	8/28/2014	2161	201478133
-1	1	1.0998	11.2914	1.778028926	11.59386732	9	2	8/28/2014	2162	201478192
0.6	1	0.1296	0.1296	0.265060614	0.265060614	0	1	6/19/2015	2166	201478134
0.6	1	2.1366	2.1366	2.913248325	2.913248325	0	1	6/24/2014	2170	201478137
0.8	1	0.0927	2.2293	0.171370584	3.084618909	1	1	6/24/2014	2171	201478137
0.9	1	0.3546	16.5708	1.66498488	27.44645804	24	3	6/25/2014	2173	201478137
0.5	1	0.6957	0.6957	0.45662514	0.45662514	0	1	8/26/2014	2176	201478144
1	1	1.7766	13.3272	2.895606652	21.41906397	20	3	6/25/2014	2178	201478147
1	1	0.6597	13.9869	1.277790286	22.69685426	21	3	6/24/2014	2179	201478147
0.9	1	2.7621	3.7179	4.596992403	6.14785064	3	3	6/30/2014	2183	201478152
0.4	1	0.4419	0.4419	0.717288613	0.717288613	0	1	7/1/2014	2185	201478156
0.2	1	0.3969	0.3969	0.552773589	0.552773589	0	1	7/1/2014	2188	201478156
0.5	1	0.117	0.5139	0.280796035	0.833569624	1	1	7/1/2014	2189	201478156
0.725	1	1.4526	5.3712	2.762610218	6.653524231	2	2		2190	201478160
0.3	1	3.2229	3.2229	3.434288873	3.434288873	0	2	8/26/2014	2192	201478163
0.6	1	1.152	1.152	1.191244741	1.191244741	0	1	6/27/2014	2197	201478171
0.601	1	0.0135	1.1655	0.110390501	1.301635242	1	1		2198	201478171
0.601	1	0.9099	0.9099	0.834951295	0.834951295	0	1		2200	201478181
0.584	1	0.0477	0.0477	0.075421853	0.075421853	0	1		2203	201478182
1	1	1.9746	2.5965	2.706988896	3.296825232	3	2	9/4/2014	2205	201478182
0.627	1	0.2295	0.2295	0.165797952	0.165797952	0	1		2208	201478182
0.5	1	0.3447	0.5742	0.348616531	0.514414483	1	1	9/22/2014	2209	201478182
1	1	0.837	0.837	1.08762504	1.08762504	0	1	9/4/2014	2211	201478183
1	1	2.0097	231.8715	3.49941407	297.4436972	229	5		2212	201478184
0.4	1	0.8199	0.8199	1.079184535	1.079184535	0	1	10/9/2014	2215	201478188
1	1	1.0044	2.7891	0.693148275	2.987221295	2	1	10/13/2014	2216	201478367
0.4	1	0.9648	1.7847	1.214888485	2.294073021	1	1	10/9/2014	2217	201478188
-1	1	6.5538	7.4529	8.629890831	9.315753823	1	2	8/28/2014	2218	201478191
0.6	1	0.81	0.81	1.013220938	1.013220938	0	1	6/18/2015	2220	201478193
0.715	1	0.0684	0.936	0.140252241	1.420829468	2	1		2221	201478193
0.711	1	0.0036	0.9396	0.036655782	1.45748525	3	1		2222	201478193
0.711	1	0.0018	0.9414	0.041053165	1.498538416	4	1		2223	201478193
0.677	1	0.0045	0.9459	0.05054579	1.549084206	5	1		2224	201478193
0.9	1	0.0576	0.8676	0.26735629	1.280577228	1	1	10/7/2014	2226	201478193
0.4	1	3.7377	3.7377	5.190348451	5.190348451	0	2	6/25/2014	2227	201478196
1	1	0.018	3.7557	0.090169971	5.280518423	1	2	7/8/2014	2228	201478196
1	1	0.3573	232.8642	0.669018798	299.9886397	232	5	6/25/2014	2230	201478199
0.8	1	0.3528	0.3528	1.336718537	1.336718537	0	1	6/27/2014	2232	201478203
0.3	1	0.2826	0.6354	0.539205187	1.875923723	1	1	6/27/2014	2233	201478203
0.688	1	1.3077	2.2536	1.826947727	3.376031933	6	2		2234	201478241
0.688	1	0	2.2536	0.00599011	3.382022043	7	2		2235	201478241
0.4	1	1.1727	6.4044	1.603135037	7.408391918	6	2	8/8/2014	2242	201478341
0.4	1	0.4734	0.4734	0.331024144	0.331024144	0	1	8/28/2014	2245	201478216
0.5	1	0.5094	0.9828	0.678435987	1.009460131	1	1	8/28/2014	2246	201478216
0.4	1	2.3679	4.1589	2.812769868	4.607283973	2	2	8/27/2014	2247	201478217
0.4	1	0.09	4.2489	0.188512777	4.79579675	3	2	8/8/2014	2248	201478217
0.9	1	0.5769	0.5769	0.067423867	0.067423867	0	1	10/30/2014	2252	201478229
0.9	1	0.2124	0.7893	0.640870578	0.708294445	1	1	6/25/2014	2253	201478229
0.62	1	0.5778	1.0224	1.612658606	2.360167635	2	2		2255	201478229
0.3	1	0.7686	1.791	1.81775339	4.177921025	3	2	6/25/2014	2256	201478229
0.577	1	0.4005	0.4005	0.729306129	0.729306129	0	1		2259	201478229
0.577	1	0.0441	0.4446	0.0182029	0.747509029	1	1		2260	201478229
1	1	0.2817	0.2817	0.246482823	0.246482823	0	1	8/19/2014	2262	201478231
0.4	1	0.1557	1.836	0.611188467	2.601481495	3	1	8/20/2014	2263	201478267
0.5	1	0.0216	1.6803	0.113592301	1.990293028	2	1	8/20/2014	2265	201478231
0.8	1	1.377	1.6587	1.630217904	1.876700727	1	1	8/20/2014	2266	201478231
0.6	1	1.0116	1.0116	0.555266941	0.555266941	0	1	8/20/2014	2268	201478232
0.5	1	2.9979	4.0095	2.528599792	3.083866733	1	1	8/20/2014	2269	201478232
0.786	1	0.4473	27.5499	0.909249436	37.02015791	46	3		2271	201478288
0.759	1	0.0189	27.5688	0.040236516	37.06039443	47	3		2272	201478288
0.4	1	0.0045	27.5733	0.031629186	37.09202362	48	3	10/31/2014	2273	201478288
0.9	1	4.3101	23.2857	6.72343598	29.55397411	23	3	10/31/2014	2275	201478240
0.82	1	0.0045	23.2902	0.046123161	29.60009728	24	3		2276	201478240
0.7	1	0.0297	0.0297	0.270556108	0.270556108	0	1	6/19/2015	2278	201478240
0.688	1	0.0099	0.0396	0.093085588	0.363641695	1	1		2279	201478240
0.658	1	0.1017	0.1413	0.164796746	0.528438441	2	1		2280	201478240
0	2	0.4041	3.6243	0.916984531	5.942386968	18	2		2282	201478241
0.7	1	0.0117	3.636	0.126021026	6.068407994	19	2	9/24/2014	2283	201478241
0.67	1	0.1764	3.8124	0.442403208	6.510811202	20	2		2284	201478241
0.9	1	0.117	2.7234	0.394142199	4.229858968	13	2	10/7/2014	2285	201478241
0.1	1	0.1809	2.9043	0.306525782	4.53638475	14	2	6/19/2015	2286	201478241
0.1	1	0.1629	3.0672	0.106818869	4.643203619	15	2	6/19/2015	2287	201478241
0.1	1	0.0459	3.1131	0.180166727	4.823370345	16	2	6/19/2015	2288	201478241
0.6	1	0.1071	0.1071	0.202032092	0.202032092	0	1	6/18/2015	2290	201478241
0.4	1	0.0351	0.0351	0.067824536	0.067824536	0	1	6/18/2015	2292	201478241
0.689	1	0.3105	0.3456	0.273074371	0.340898907	1	1		2293	201478241
0.665	1	0.0009	0.3465	0.027816975	0.368715882	2	1		2294	201478241
0.695	1	0.0036	0.3501	0.052891496	0.421607378	3	1		2295	201478241
0	1	0.0027	0.3528	0.032087349	0.453694726	4	1		2296	201478241
0.592	1	0.1305	0.1305	0.31721543	0.31721543	0	1		2298	201478266
0.7	1	1.3851	1.5156	1.639991278	1.957206708	1	2	8/19/2014	2300	201478266
0.547	1	0.1008	0.1008	0.296988166	0.296988166	0	1		2305	201478284
0.5	1	0.027	0.027	0.231864138	0.231864138	0	1	6/23/2015	2309	201478284
0.4	1	1.1988	1.1988	1.155170959	1.155170959	0	1	8/26/2014	2311	201478285
0.622	1	1.0332	1.0332	0.953272574	0.953272574	0	1		2313	201478286
1	1	3.3228	666.369	3.120410015	695.4262175	369	6		2316	201478342
0.59	1	2.2536	3.5802	3.419857243	5.103880507	3	2		2318	201478294
0.7	1	1.1142	1.1142	1.903580248	1.903580248	0	2	5/12/2015	2320	201478296
0.5	1	2.8071	3.9213	2.485830355	4.389410604	1	2	9/10/2014	2321	201478411
1	1	1.4337	240.6339	2.063765934	312.2191396	241	5	7/10/2014	2324	201478298
0.542	1	0.9207	0.9207	2.050351423	2.050351423	0	1		2327	201478299
1	1	2.1726	6.3837	2.543540047	6.260756449	7	2	9/24/2014	2330	201478362
1	1	0.1269	6.5106	0.871438761	7.13219521	8	2	9/24/2014	2331	201478362
0	2	9.5535	185.787	13.53797177	284.8008159	219	5		2332	201478306
1	1	0.8109	0.8109	1.479097321	1.479097321	0	2	9/4/2014	2336	201478310
0.3	1	0.4185	0.4185	0.825716087	0.825716087	0	1	8/19/2014	2340	201478326
0.3	1	0.1863	0.6048	0.570770848	1.396486935	1	1	8/19/2014	2341	201478326
0.6	1	0.7794	0.7794	1.713033456	1.713033456	0	2	8/19/2014	2344	201478401
0.5	1	0.3519	1.1313	0.460157958	2.173191414	1	2	8/19/2014	2345	201478401
0.8	1	1.1016	1.1016	0.967869144	0.967869144	0	1	8/8/2014	2347	201478340
0.579	1	0.3222	0.3222	0.636561874	0.636561874	0	1		2350	201478355
1	1	1.6569	5.5629	2.267026085	7.51036576	7	2	9/4/2014	2353	201478356
0.514	1	0.2484	0.2484	0.202729815	0.202729815	0	1		2355	201478356
0.595	1	0.2241	0.4725	0.656159589	0.858889403	1	1		2356	201478356
0.4	1	0.4239	0.4239	0.691808722	0.691808722	0	1	11/12/2014	2361	201478362
0.5	1	0.9459	1.764	0.848339865	1.59482424	2	2	7/17/2014	2364	201478362
0.9	1	1.9296	3.7872	1.243585175	3.025407679	5	2	7/17/2014	2365	201478362
0.4	1	0.0765	1.8576	0.122344974	1.781822504	4	2	7/17/2014	2366	201478362
0.5	1	0.0171	1.7811	0.064653289	1.65947753	3	2	7/17/2014	2367	201478362
0.2	1	0.7551	0.7551	0.533485735	0.533485735	0	1	7/17/2014	2369	201478362
0.6	1	0.063	0.8181	0.212998641	0.746484375	1	1	7/17/2014	2370	201478362
-1	1	0.4185	0.4185	1.03149005	1.03149005	0	1	5/13/2015	2372	201478364
0.647	1	0.5274	0.9459	1.079204679	2.11069473	1	1		2373	201478364
0.7	1	0.018	0.018	0.056827409	0.056827409	0	1	5/19/2015	2377	201478366
0.3	1	0.5832	0.6012	1.436473906	1.493301315	1	1	8/27/2014	2378	201478366
1	1	2.8395	6.5385	2.330513226	6.152685817	4	2	10/13/2014	2379	201478367
1	1	0.5328	7.5429	0.870088103	7.532629665	6	2	10/13/2014	2380	201478367
0.8	1	0.4716	7.0101	0.509855745	6.662541562	5	2	10/9/2014	2382	201478367
1	1	1.4112	20.1555	1.702184188	22.61180533	12	3	8/28/2014	2383	201478368
0.6	1	0.1134	0.1134	0.025325906	0.025325906	0	1	5/18/2015	2385	201478374
0.4	1	0.4014	0.585	0.507619957	0.703490302	2	1	8/26/2014	2386	201478374
0.5	1	0.0702	0.1836	0.17054444	0.195870346	1	1	5/18/2015	2388	201478374
0.663	1	1.0314	1.827	1.757153321	2.685390212	4	2		2389	201478374
0.492	1	0.2106	0.2106	0.224746588	0.224746588	0	1		2391	201478374
0.7	1	1.3149	1.3149	1.645966719	1.645966719	0	1	8/26/2014	2393	201478482
0.577	1	0	1.3149	0.005325444	1.651292162	1	1		2394	201478482
0.569	1	0.0054	1.3203	0.029000609	1.680292771	2	1		2395	201478482
0.8	1	0.0513	1.3716	0.228573097	1.908865869	3	1	8/26/2014	2396	201478482
0.7	1	0.0144	1.386	0.126174671	2.03504054	4	1	8/26/2014	2397	201478482
1	1	1.1862	670.7682	1.306665422	701.4533137	380	6	8/26/2014	2399	201478421
0.4	1	0.6156	0.6156	0.130741357	0.130741357	0	1	10/9/2014	2404	201478386
0.818	1	3.2454	12.3426	5.871496786	17.08373007	12	3		2408	201478402
0.573	1	0.0036	0.0036	0.060073098	0.060073098	0	1		2414	201478403
0	1	2.4525	2.4561	2.041328383	2.101401481	1	1		2415	201478403
1	1	0.81	35.3646	1.108944286	41.79161337	31	3	10/13/2014	2416	201478411
1	1	0.0252	35.3898	0.179124438	41.97073781	32	3	10/13/2014	2417	201478411
1	1	0.0018	35.3916	0.061047882	42.03178569	33	3	10/13/2014	2418	201478411
0.7	1	1.5939	1.5939	0.924253882	0.924253882	0	1	6/6/2006	2421	201478412
0.78	1	0.1332	1.7271	0.69155167	1.615805552	1	1		2422	201478412
0.677	1	0.0009	1.8702	0.027971686	1.872709781	3	1		2423	201478412
0.5	1	0.1422	1.8693	0.228932543	1.844738095	2	1	10/31/2014	2425	201478412
0.949	1	0.8703	214.3584	1.036648877	323.2377967	270	5		2427	201478413
1	1	0.0063	214.3647	0.026237723	323.2640344	271	5	10/28/2014	2428	201478413
1	1	0.1278	213.4881	0.308308236	322.2011478	269	5	10/21/2014	2430	201478413
0.6	1	1.044	1.044	1.270114081	1.270114081	0	1	8/27/2014	2432	201478453
1	1	13.6557	1047.3579	14.93089398	1157.824494	752	6	11/20/2014	2434	201478436
0.666	1	0.9711	0.9711	0.723462924	0.723462924	0	1		2437	201478435
-1	1	0.0513	0.0513	0.632222317	0.632222317	1	6	7/22/2014	2438	201478592
0.5	2	0.1791	1047.537	0.237311568	1158.061806	753	6		2440	201478436
0.4	1	1.7163	1.7163	1.975398762	1.975398762	0	1	10/13/2014	2442	201478442
0.7	1	0.0009	1.7172	0.037427387	2.012826149	1	1	10/13/2014	2443	201478442
0.7	1	0.4356	0.4356	0.688988804	0.688988804	0	1	10/13/2014	2447	201478449
0.9	1	0.549	0.9846	1.066739903	1.755728707	1	1	10/13/2014	2448	201478449
1	1	0.9909	28.6893	1.388499537	31.53293453	20	3	10/9/2014	2450	201478450
1	1	0.2529	28.9422	0.259490388	31.79242492	21	3	6/25/2015	2451	201478450
1	1	2.1492	2.1492	3.319983081	3.319983081	0	1	9/4/2014	2453	201478454
0.938	1	0.5112	54.675	1.95227581	72.65768705	79	4		2456	201478495
0.6	1	1.1754	1.1754	1.223395154	1.223395154	0	1	7/9/2014	2460	201478516
0.7	1	0.3276	1.503	0.722070326	1.94546548	1	1		2461	201478516
0.9	1	1.7451	2.556	2.2561941	3.735291421	1	2	9/4/2014	2464	201478468
1	1	0.6642	3.2202	0.577268077	4.312559498	2	2	9/4/2014	2465	201478468
1	1	0.4383	3.6585	0.764365328	5.076924826	3	2	9/4/2014	2466	201478468
0.659	1	0.1152	0.1152	0.395432183	0.395432183	0	1		2468	201478471
0.5	1	0.5976	0.7128	0.69963587	1.095068053	1	1	7/21/2014	2469	201478471
0.559	1	1.0071	1.0071	0.933429289	0.933429289	0	1		2472	201478472
0.4	1	0.5202	0.5202	0.627471579	0.627471579	0	1	7/8/2014	2474	201478479
0.7	1	0.2214	0.8478	0.637670859	1.682344506	2	1	7/17/2014	2475	201478479
0.6	1	0.1062	0.6264	0.417202067	1.044673646	1	1	7/8/2014	2477	201478479
0.555	1	0.2835	0.2835	0.272424462	0.272424462	0	1		2479	201478480
0.9	1	1.8198	2.1033	1.868065031	2.140489493	1	1	7/17/2014	2480	201478480
1	1	6.0858	680.4783	5.602994398	712.8836908	387	6	9/10/2014	2481	201478483
1	1	0.5724	6.4575	0.880643075	9.02757071	9	2	9/4/2014	2482	201478493
1	1	1.1403	7.5978	1.334188607	10.36175932	10	2	9/4/2014	2483	201478493
0.644	1	0.9477	0.9477	0.715289719	0.715289719	0	1		2492	201478552
0.658	1	0.0072	0.9549	0.016710812	0.732000531	1	1		2493	201478552
