score	bar_type	drain_bar	drain_tot	strkm_bar	strkm_tot	upstr_bars	str_order	observed_date	unique_id	featureid
0.904	1	10.1511	33.7446	9.933748757	28.25311437	7	4		1037	201476732
0.681	1	1.2132	1.2132	0.259504287	0.259504287	0	1		1040	201476733
0.518	1	1.1682	1.1682	1.089112954	1.089112954	0	1		1043	201476852
0.933	1	1.4742	37.0953	2.289521917	32.04485801	9	4		1045	201476743
0	1	0.0612	37.1565	0.144005298	32.1888633	10	4		1046	201476743
0	2	0.2286	0.2286	0.34657581	0.34657581	0	1		1048	201476890
0.803	1	0.9126	19.3599	0.954029117	25.59239892	19	4		1051	201476916
0.899	1	0.3519	19.9206	0.518218893	26.41098264	23	4		1052	201476916
0.808	1	0.0468	19.5687	0.04866682	25.89276375	22	4		1054	201476916
0.809	1	0.0909	19.5219	0.125876927	25.84409693	21	4		1055	201476916
0.833	1	0.0711	19.431	0.125821081	25.71822	20	4		1056	201476916
0.563	1	0.4851	0.4851	0.609124152	0.609124152	0	1		1058	201476763
0.602	1	0.216	0.7011	0.42095914	1.030083292	1	1		1059	201476763
0	1	0.1512	0.1512	0.249816985	0.249816985	0	1		1061	201476762
0.924	1	0.9774	17.7462	1.149009932	23.60828651	16	4		1063	201476762
0.892	1	5.8977	15.0579	7.890908468	21.42427421	12	4		1064	201476762
0.876	1	0.612	15.6699	0.666607197	22.09088141	13	4		1065	201476762
0.918	1	0.9477	16.6176	0.118578187	22.20945959	14	4		1066	201476762
0.655	1	0.9252	0.9252	0.413125128	0.413125128	0	1		1068	201476768
0.641	1	0.0108	0.0108	0.017577605	0.017577605	0	1		1071	201476819
0.61	1	1.3401	1.6299	0.790863827	1.358222149	3	1		1072	201476819
0.667	1	0.6408	2.2707	0.60390089	1.962123039	4	1		1073	201476819
0.62	1	0.0171	0.2898	0.024852953	0.567358321	2	1		1074	201476819
0.633	1	0.2619	0.2727	0.524927763	0.542505368	1	1		1075	201476819
0.714	1	0.9126	4.1085	1.45065586	3.825904028	6	2		1076	201476769
0.778	1	0.2412	4.3497	0.782933131	4.608837159	7	2		1077	201476769
0.579	1	1.0359	1.0359	0.422142256	0.422142256	0	1		1079	201476778
0.601	1	1.8765	1.8765	1.502221716	1.502221716	0	1		1084	201476782
0.753	1	4.6827	4.6827	4.056071536	4.056071536	0	2		1087	201476805
0.849	1	1.449	11.1555	2.035739727	17.18431478	7	3		1093	201476813
0.865	1	0.0648	12.0186	0.227319538	18.25371712	12	3		1094	201476813
0.87	1	0.5895	11.9538	0.488766685	18.02639758	11	3		1095	201476813
0.894	1	0.1836	11.3643	0.255125141	17.5376309	10	3		1096	201476813
0.857	1	0	11.1807	0.013627023	17.28250576	9	3		1097	201476813
0.857	1	0.0252	11.1807	0.08456395	17.26887873	8	3		1098	201476813
0.774	1	0.5751	9.7065	0.826060269	15.14857506	6	3		1099	201476813
0.918	1	0.5562	23.5566	1.104583301	30.96866989	39	4		1100	201476816
0.922	1	1.1997	24.7563	1.062356652	32.03102655	40	4		1101	201476816
0	1	1.3824	1.3824	2.060603546	2.060603546	0	2		1105	201476841
0.577	1	0.1575	0.1575	0.220896026	0.220896026	0	1		1111	201476847
0.602	1	0.6471	0.6471	0.867408121	0.867408121	0	1		1114	201476847
0.547	1	0.7047	0.7047	0.821684262	0.821684262	0	1		1118	201476860
0.633	1	1.3815	1.3815	0.817198969	0.817198969	0	1		1120	201476859
0.636	1	1.0719	2.4534	1.045197521	1.86239649	1	1		1121	201476859
0.913	1	3.8034	6.8391	4.469678205	6.711404029	2	2		1123	201476885
0.648	1	0.5085	0.5085	1.024500171	1.024500171	0	1		1125	201476874
0.604	1	1.8459	1.8459	1.925823674	1.925823674	0	1		1127	201476880
0.599	1	0.018	1.8639	0.021149976	1.94697365	1	1		1128	201476880
0.66	1	0.2205	2.0844	0.416328468	2.363302117	2	1		1129	201476880
0.946	1	1.3833	32.9787	0.942496657	39.68492723	44	4		1133	201476885
0.678	1	2.1087	2.1087	0.99004765	0.99004765	0	1		1136	201476886
0.77	1	1.2672	3.3759	1.936433597	2.926481247	1	1		1137	201476886
0	1	1.6497	1.6497	1.937580265	1.937580265	0	2		1143	201476892
0.565	1	0.4023	0.4023	0.26380085	0.26380085	0	1		1147	201476900
0.585	1	0.0216	0.4239	0.023817176	0.287618026	1	1		1148	201476900
0.575	1	0.5013	0.5013	0.857093774	0.857093774	0	1		1151	201476901
0.673	1	0.2043	0.2043	0.634955774	0.634955774	0	1		1155	201476909
0.732	1	0.0252	0.2295	0.112109807	0.747065582	1	1		1156	201476909
0.717	1	1.4859	1.9269	1.447024623	2.07346169	1	2		1158	201476909
0.56	1	0.441	0.441	0.626437066	0.626437066	0	1		1161	201476909
0	1	0.2214	0.2214	0.355137655	0.355137655	0	1		1163	201476910
0.802	1	0.1539	5.8599	0.669822448	7.761779559	8	3		1165	201476942
0.674	1	2.9115	3.1329	3.156134521	3.511272176	1	2		1167	201476910
0.68	1	0.0495	3.1824	0.213784224	3.7250564	2	2		1168	201476910
0.668	1	0.3672	3.5496	0.546373439	4.271429839	3	2		1169	201476910
0.917	1	1.7919	3.9483	3.862609689	7.844214861	8	3		1173	201476985
0.655	1	0.0972	0.0972	0.162666837	0.162666837	0	1		1175	201476917
0.692	1	0.0153	0.0153	0.058428216	0.058428216	0	1		1178	201476917
0.544	1	0.3186	0.3186	0.202960128	0.202960128	0	1		1184	201476917
0.578	1	0.0783	0.3969	0.19859924	0.401559368	1	1		1185	201476917
0.613	1	0.0513	0.0513	0.190838743	0.190838743	0	1		1187	201476917
0.563	1	1.4787	1.4787	2.452605265	2.452605265	0	2		1190	201476917
0.607	1	0.0162	0.0162	0.123658196	0.123658196	0	1		1192	201476917
0.635	1	0.1008	0.117	0.591848548	0.715506744	1	1		1193	201476917
0	2	39.8547	474.9471	45.93607656	498.7018552	259	6		1208	201476938
1	1	0.2754	475.2225	0.074179605	498.7760349	260	6		1209	201476938
0	2	2.5947	10.5534	2.740266282	13.15468514	14	3		1211	201476941
0.804	1	0.0117	10.5651	0.059426721	13.21411187	15	3		1212	201476941
0.763	1	0.2781	10.8432	0.423471177	13.63758304	16	3		1213	201476941
0.759	1	0.3744	11.2176	0.360287624	13.99787067	17	3		1214	201476941
0.741	1	0.1251	11.3427	0.355417431	14.3532881	18	3		1215	201476941
0.861	1	6.3657	62.2818	8.085012713	57.73784967	24	4		1216	201476954
0.847	1	3.9429	9.3321	5.77597214	10.91257294	8	3		1219	201477070
0.958	1	0.6633	47.9628	0.858661166	55.87250995	57	4		1221	201477004
0.952	1	1.6128	37.9674	1.48986736	44.10127584	47	4		1223	201476974
0.92	1	0.1656	24.0345	0.241783549	34.49698105	33	4		1224	201476985
0.572	1	0.423	0.423	0.188452387	0.188452387	0	1		1227	201476991
0.688	1	1.4193	1.4193	1.254407644	1.254407644	0	1		1235	201477003
0.6	1	0.6543	0.6543	1.230187032	1.230187032	0	1		1237	201476996
0.719	1	1.3752	1.3752	1.388573762	1.388573762	0	1		1239	201477005
0.682	1	0.8928	3.708	0.289575682	3.850914513	3	1		1240	201477005
0.663	1	0.0054	2.8152	0.070020107	3.561338831	2	1		1241	201477005
0.676	1	1.4346	2.8098	2.102744963	3.491318725	1	1		1242	201477005
0.581	1	0.3015	0.3015	0.153156279	0.153156279	0	1		1244	201477009
0.593	1	0.2646	0.5661	0.515540616	0.668696895	1	1		1245	201477009
0.691	1	2.5272	2.5272	1.217225653	1.217225653	0	1		1247	201477013
0.807	1	4.6962	6.8832	7.756436208	10.9053439	3	3		1250	201477014
0.578	1	0.207	0.207	0.152077689	0.152077689	0	1		1255	201477015
0.71	1	0.0792	0.2862	0.308098111	0.4601758	1	1		1256	201477015
0.866	1	5.4675	59.1156	5.932487971	67.30032322	64	4		1263	201477034
0.884	1	0.2889	59.4045	0.473378037	67.77370126	65	4		1264	201477034
0.913	1	1.7667	66.1221	3.015790312	63.23823466	27	4		1268	201477037
0.628	1	0.4833	0.4833	0.283215881	0.283215881	0	1		1273	201477038
0.65	1	0.18	0.18	0.012309522	0.012309522	0	1		1276	201477173
0.638	1	1.7973	1.9773	1.632101267	1.644410789	1	1		1277	201477173
0.553	1	0.7371	0.7371	0.349587084	0.349587084	0	1		1284	201477081
0.623	1	0.216	0.216	0.323250633	0.323250633	0	1		1287	201477092
0.641	1	0.4284	0.6444	0.377015235	0.700265868	1	1		1288	201477092
0.672	1	0.8883	1.5327	1.283676541	1.983942409	2	2		1292	201477092
0.598	1	0.1521	0.1521	0.30775444	0.30775444	0	1		1295	201477093
0.62	1	0.6363	0.6363	0.770958434	0.770958434	0	1		1297	201477093
0.643	1	0.4797	1.116	0.851961366	1.622919801	1	1		1298	201477093
0.546	1	0.3159	0.3159	0.114953626	0.114953626	0	1		1300	201477099
0.694	1	0.7281	4.3245	1.626178759	4.605287081	4	3		1302	201477224
0.706	1	0.0117	4.3362	0.066773013	4.672060094	5	3		1303	201477224
0.706	1	0.6525	3.9456	1.439925356	5.590869085	4	2		1305	201477101
0.591	1	0.6606	0.6606	0.508195948	0.508195948	0	1		1308	201477101
0.664	1	1.3905	2.6325	2.075732245	3.64274778	2	2		1310	201477101
0.564	1	0.2574	0.2574	0.361108124	0.361108124	0	1		1312	201477101
0.696	1	0.9846	0.9846	1.205907411	1.205907411	0	1		1316	201477101
0.909	1	2.727	87.3864	4.283137071	108.2164969	102	5		1318	201477106
0.64	1	0.1053	0.1053	0.321787764	0.321787764	0	1		1321	201477149
0.933	1	1.1151	1.2204	1.340889776	1.66267754	1	1		1322	201477106
0.564	1	0.2412	0.2412	0.481810173	0.481810173	0	1		1329	201477107
0.5	1	0.18	1.3572	0.365540845	2.407031802	3	1	6/13/2014	1330	201477107
0.533	1	0.8298	1.071	1.355752273	1.837562446	1	1		1332	201477107
0.589	1	0.1062	1.1772	0.203928511	2.041490958	2	1		1333	201477107
0.569	1	0.846	0.846	0.908655686	0.908655686	0	1		1337	201477108
0.703	1	2.7801	3.7971	5.60738967	6.901746299	5	2		1344	201477181
0.66	1	0.0099	0.0099	0.007842724	0.007842724	0	1		1348	201477130
0.634	1	0.0819	0.0918	0.141802106	0.149644829	1	1		1349	201477130
0.872	1	3.492	70.0974	4.233188154	67.75463869	29	4		1350	201477131
0.828	1	4.6647	6.8535	5.711691589	8.737563146	7	3		1358	201477146
0.549	1	0.6345	0.6345	0.707923593	0.707923593	0	1		1361	201477169
0	2	6.4413	6.4413	3.917321164	3.917321164	0	2		1364	201477196
0.6	2	0.9702	7.4115	0.149471232	4.066792396	1	2		1365	201477196
0.834	1	0.0207	7.4322	0.021554027	4.088346423	2	2		1366	201477196
0.685	1	0.6831	0.6831	0.835230699	0.835230699	0	1		1369	201477174
0.6	1	0.0324	0.7299	0.064683569	0.984212487	2	1		1370	201477174
0.7	1	0.0747	0.8046	0.104147196	1.088359682	3	1	7/9/2014	1371	201477174
0.611	1	0.0144	0.6975	0.084298219	0.919528918	1	1		1372	201477174
0.5	1	2.8107	4.8834	5.575187064	8.594220987	7	2	7/9/2014	1373	201477170
0.638	1	1.746	2.052	3.526046725	4.482191692	2	2		1376	201477182
0.4	1	0.333	2.385	0.764298209	5.246489901	3	2	7/11/2014	1377	201477208
0.687	1	0.0621	0.0621	0.007905622	0.007905622	0	1		1381	201477182
0.64	1	0.2439	0.2439	0.948239344	0.948239344	0	1		1383	201477182
0.669	1	0.9333	0.9333	1.448091352	1.448091352	0	1		1385	201477193
0.667	1	0.279	0.279	0.165522749	0.165522749	0	1		1393	201477197
0.647	1	0.6246	0.9036	0.77328731	0.938810059	1	1		1394	201477197
0.623	1	0.0144	0.918	0.183239841	1.1220499	2	1		1395	201477197
0.676	1	0.0153	0.0153	0.211333846	0.211333846	0	1		1401	201477205
0.733	1	0.9081	3.1176	1.12044535	3.45267582	2	2		1403	201477206
0.633	1	0.5229	3.6405	0.702345802	4.155021623	3	2		1404	201477206
0.772	1	1.2762	1.2762	0.884139119	0.884139119	0	2		1406	201477217
0.7	1	0.9855	0.9855	1.536012014	1.536012014	0	1	7/11/2014	1409	201477209
0.891	1	2.7585	80.9226	4.337893856	76.88880257	34	4		1412	201477216
0.626	1	0.7416	0.7416	0.616255205	0.616255205	0	1		1419	201477219
0.464	1	0.6579	1.3995	0.497745446	1.114000651	1	1		1420	201477219
0.655	1	1.026	1.8702	1.557433371	1.985734702	1	2		1422	201477220
0.545	1	0.8442	0.8442	0.428301332	0.428301332	0	1		1425	201477220
0.814	1	0.5409	82.863	0.945651595	78.94845481	37	4		1426	201477222
1	1	9.7272	493.1046	11.62276378	518.7597371	273	6		1428	201477223
0.62	1	0.6138	1.7262	0.791112557	0.99337362	1	2		1430	201477260
0.649	1	0.1368	0.1368	0.110319567	0.110319567	0	1		1432	201477317
0.588	1	0.6678	0.8046	1.294324832	1.404644399	1	1		1433	201477317
0	2	0.9144	0.9144	0.59044108	0.59044108	0	1		1436	201477228
0.667	1	0.0063	0.9207	0.033062639	0.623503719	1	1		1437	201477228
1	1	1.3491	3.4434	1.622368423	3.739289043	4	2	7/11/2014	1440	201477339
0.5	1	0.9324	4.3758	1.509692005	5.248981048	5	2	7/11/2014	1441	201477339
1	1	8.1252	106.6248	8.540129111	136.0317433	119	5	7/11/2014	1444	201477229
0.641	1	0.18	0.18	0.221940492	0.221940492	0	1		1447	201477232
0.669	1	0.2187	0.4635	0.429181573	0.997723439	2	1		1448	201477232
0.644	1	0.0648	0.2448	0.346601374	0.568541866	1	1		1449	201477232
0	2	1.1124	1.1124	0.202261063	0.202261063	0	1		1454	201477260
0.8	1	0.4788	0.4788	0.783514244	0.783514244	0	1	7/9/2014	1459	201477269
0.7	1	0.0837	0.5625	0.444276392	1.227790636	1	1	7/9/2014	1460	201477269
0.4	1	0.4014	0.4014	0.484828123	0.484828123	0	1	6/19/2014	1463	201477270
1	1	2.8728	5.076	5.19233084	8.508018328	5	2	6/13/2014	1464	201477270
0.3	1	0.1071	5.1831	0.302424705	8.810443032	6	2	6/18/2014	1465	201477270
0.603	1	0.5274	0.8424	0.977054339	1.400209437	2	2		1468	201477287
0.6	1	0.0315	0.8739	0.067626723	1.46783616	3	2	6/18/2014	1469	201477287
0.5	1	0.0585	0.9324	0.293928807	1.761764967	4	2	6/19/2014	1470	201477287
0.6	1	0.1386	0.1386	0.318599124	0.318599124	0	1	4/24/2015	1472	201477287
0.5	1	0.1764	0.315	0.104555974	0.423155098	1	1	4/24/2015	1473	201477287
0.642	1	1.0107	1.0107	0.889929839	0.889929839	0	1		1483	201477307
0.606	1	0.1143	1.2285	0.32004868	1.448035382	2	1		1484	201477307
0.565	1	0.0297	1.2582	0.225286744	1.673322126	3	1		1485	201477307
0.555	1	0.1035	1.1142	0.238056863	1.127986702	1	1		1486	201477307
0.6	1	0.4779	0.4779	1.156464356	1.156464356	0	1	7/11/2014	1488	201477308
0.7	1	0.4968	0.4968	0.542735172	0.542735172	0	1	7/10/2014	1492	201477309
0.592	1	0.6093	0.6093	0.478614867	0.478614867	0	1		1495	201477339
0.7	1	0.0126	0.6219	0.023645343	0.50226021	1	1	7/14/2014	1496	201477339
0.7	1	1.0773	1.6992	1.233193714	1.735453924	2	2	7/14/2014	1498	201477339
1	1	0.3951	2.0943	0.381466696	2.11692062	3	2	7/14/2014	1499	201477339
0.4	1	0.207	0.207	0.607923888	0.607923888	0	1	4/27/2015	1503	201477343
0.5	1	0.7749	0.7749	1.180756331	1.180756331	0	1	7/9/2014	1507	201477343
0.6	1	0.5058	0.5058	1.038727059	1.038727059	0	1	7/9/2014	1510	201477344
0.738	1	3.5505	4.8087	5.061850413	6.735172539	4	2		1511	201477376
0.814	1	2.5434	7.3521	1.632054059	8.367226598	5	2		1513	201477488
0.609	1	0.3789	0.3789	0.561128581	0.561128581	0	1		1518	201477386
0.615	1	1.6083	2.2986	1.918551005	2.862735146	2	2		1520	201477386
0.762	1	0.693	2.9916	0.560687439	3.423422585	3	2		1521	201477386
0.638	1	0.3114	0.3114	0.383055559	0.383055559	0	1		1523	201477386
0.4	1	0.8028	0.8028	0.600901987	0.600901987	0	1	9/16/2014	1527	201477388
0.3	1	0.4833	0.4833	0.535080888	0.535080888	0	1	9/16/2014	1529	201477387
0.8	1	0.8883	1.3743	1.121815794	1.892311573	2	2	6/16/2014	1531	201477389
0.9	1	0.0405	1.4148	0.260161035	2.152472607	3	2	6/16/2014	1532	201477389
0.5	1	0.2565	0.2565	0.275786031	0.275786031	0	1	4/23/2015	1535	201477389
0.5	1	0.2295	0.486	0.494709748	0.770495779	1	1	6/17/2014	1536	201477389
0.7	1	1.2825	1.2825	1.37223687	1.37223687	0	1	6/16/2014	1539	201477390
0.624	1	1.1232	1.1232	1.197125114	1.197125114	0	1		1541	201477402
0.6	1	0.4923	2.6235	1.498793853	3.386766612	4	2	7/10/2014	1544	201477419
1	1	3.4623	115.4376	5.195627229	148.1755511	128	5	7/10/2014	1547	201477403
0.2	1	0.7263	0.7263	0.817932575	0.817932575	0	1	7/11/2014	1552	201477419
0.5	1	0.6849	1.4112	0.175788134	0.993720709	1	1	7/11/2014	1553	201477419
0.4	1	0.6921	2.1033	0.756161291	1.749882	2	1	7/11/2014	1554	201477419
0.5	1	0.0279	2.1312	0.138090759	1.887972759	3	1	7/10/2014	1555	201477419
0.587	1	1.17	1.17	1.062035656	1.062035656	0	1		1557	201477476
0.859	1	2.5983	7.3449	3.952775017	8.131691966	4	2		1559	201477426
0.848	1	0.7371	8.082	0.927040509	9.058732475	5	2		1561	201477426
0.866	1	1.3932	9.4752	0.737752147	9.796484621	6	2		1562	201477426
0.866	1	1.2024	10.6776	0.766135881	10.5626205	7	2		1563	201477426
1	1	1.0215	1.9485	1.615249486	3.692678288	2	2	6/16/2014	1567	201477436
0.68	1	2.5128	17.415	2.817426229	18.89895577	11	3		1571	201477450
0.7	1	0.2925	0.2925	0.638893187	0.638893187	0	1	4/27/2015	1575	201477436
0.5	1	0.6345	0.6345	1.438535614	1.438535614	0	1	6/17/2014	1577	201477436
0.559	1	0.4473	0.4473	0.521961423	0.521961423	0	1		1581	201477449
0.722	1	2.0061	2.0061	1.397794758	1.397794758	0	1		1584	201477449
0.552	1	0.2907	0.2907	0.829854005	0.829854005	0	1		1586	201477450
0.905	1	0.8154	14.6115	1.417471187	15.25167554	9	3		1589	201477450
0.647	1	3.1185	3.1185	3.271583849	3.271583849	0	2		1591	201477530
0.97	1	0.5526	108.5355	0.424453863	161.0346887	117	4		1593	201477451
0.5	1	0.2088	0.2088	0.817807679	0.817807679	0	1	4/28/2015	1596	201477451
0.946	1	10.6668	107.6202	17.45028324	159.2816303	114	4		1599	201477451
0.5	1	0.2142	0.2142	0.650546156	0.650546156	0	1	4/27/2015	1602	201477451
0.5	1	0.1485	0.3627	0.678058366	1.328604523	1	1	6/19/2014	1603	201477451
0.6	1	0.2583	0.2583	0.745460148	0.745460148	0	1	5/11/2015	1605	201477454
0.4	1	0.2007	0.459	0.34765797	1.093118119	1	1	9/16/2014	1606	201477454
0.6	1	1.2726	1.2726	2.897352574	2.897352574	0	2	7/9/2014	1610	201477456
0.9	1	0.0162	1.2888	0.142159648	3.039512222	1	2	7/9/2014	1611	201477456
0.61	1	0.2853	0.2853	1.37836033	1.37836033	0	1		1613	201477459
0.4	1	0.0126	0.2979	0.157661095	1.536021425	1	1	4/28/2015	1614	201477459
0.4	1	1.0431	2.6055	2.424078242	4.141690056	2	2	6/20/2014	1618	201477514
0.5	1	0.3375	0.3375	0.38248624	0.38248624	0	1	6/17/2014	1620	201477460
0.4	1	1.2249	1.2249	1.335125573	1.335125573	0	1	6/17/2014	1622	201477460
0.4	1	2.5848	2.5848	1.818001014	1.818001014	0	1	9/17/2014	1627	201477487
0.6	1	0.1782	2.763	0.920948789	2.738949803	1	1	9/17/2014	1628	201477487
0.6	1	2.8944	2.8944	1.187020924	1.187020924	0	1	9/16/2014	1631	201477504
0.5	1	0.0387	0.0387	0.061874304	0.061874304	0	1	5/12/2015	1635	201477506
0.6	1	1.2483	1.2483	0.648176791	0.648176791	0	1	9/17/2014	1637	201477512
0.611	1	0.1764	0.1764	0.393058208	0.393058208	0	1		1640	201477514
0.5	1	0.0684	0.2448	0.316419212	0.70947742	1	1	4/28/2015	1641	201477514
0.5	1	0.252	0.252	0.721403587	0.721403587	0	1	6/17/2014	1646	201477514
0.5	1	1.6884	1.6884	1.816366498	1.816366498	0	1	6/20/2014	1654	201477542
0.6	1	2.8557	2.8557	2.272928934	2.272928934	0	1	6/13/2014	1657	201477552
0.7	1	3.8979	3.8979	1.544632615	1.544632615	0	1		1659	201477576
0.5	1	2.4147	2.4147	1.629723378	1.629723378	0	1	9/17/2014	1665	201477566
1	1	0.5418	3.0951	0.472294025	2.577975478	2	1	9/16/2014	1666	201477566
1	1	0.1386	2.5533	0.475958075	2.105681453	1	1	9/16/2014	1667	201477566
0.3	1	0.8802	0.8802	1.387765069	1.387765069	0	1	10/8/2014	1669	201477568
0	2	7.9965	609.1875	6.883730625	629.9085729	331	6		1670	201477569
1	1	0.0126	609.2001	0.122854409	630.0314273	332	6		1671	201477647
0.788	1	1.4274	5.9868	2.435260606	7.631317754	13	2		1674	201477659
0.599	1	0.1026	0.1026	0.192053904	0.192053904	0	1		1677	201477571
0.6	1	0.2502	0.3528	0.656718821	0.848772725	1	1	4/28/2015	1678	201477571
0.624	1	0.4905	0.4905	0.377782732	0.377782732	0	1		1681	201477573
1	1	5.9031	10.5426	7.326821889	10.74294381	5	2	9/16/2014	1687	201477575
0.4	1	0.4716	0.4716	0.315121975	0.315121975	0	1	7/14/2014	1693	201477598
1	1	2.5848	3.0564	2.621109647	2.936231622	1	1	9/16/2014	1694	201477598
1	1	6.1497	17.5131	7.504771597	19.25912479	9	2	9/16/2014	1697	201477712
0.5	1	0.2727	0.2727	0.068986368	0.068986368	0	1	10/28/2014	1703	201477622
0.3	1	2.9223	3.4128	2.552310366	2.930093098	1	2	10/28/2014	1705	201477623
0.7	1	0.5877	0.5877	0.748730912	0.748730912	0	1	5/12/2015	1707	201477624
0.9	1	2.1717	2.7594	2.392294909	3.141025822	1	1	9/17/2014	1708	201477624
0.3	1	0.1125	0.1125	0.405849991	0.405849991	0	1	5/7/2015	1710	201477626
0.6	1	0.2682	0.2682	0.405973441	0.405973441	0	1	5/7/2015	1713	201477626
0.634	1	0.3519	0.7326	1.626041459	2.437864891	2	2		1714	201477626
0.5	1	0.1845	0.1845	0.085535723	0.085535723	0	1	4/27/2015	1718	201477642
1	1	15.4116	52.3782	13.64187234	52.29917386	23	3	7/14/2014	1719	201477657
0.8	1	4.4595	4.4595	3.732057606	3.732057606	0	1	7/14/2014	1722	201477684
0.5	1	0.1845	0.1845	0.168615588	0.168615588	0	1	5/7/2015	1724	201477744
0.7	1	0.1755	0.36	0.291155143	0.459770731	1	1	7/1/2014	1725	201477744
0.7	1	0.3429	0.7029	0.198088689	0.65785942	2	1	7/1/2014	1726	201477744
0.6	1	0.4293	1.1322	0.246864299	0.904723718	3	1	7/1/2014	1727	201477744
0.4	1	0.819	0.819	1.032361614	1.032361614	0	1	6/30/2014	1729	201477839
0	2	0.1917	1.044	0.471599897	1.550012674	2	1		1730	201477839
0.7	1	0.6129	1.6569	0.977093183	2.527105857	3	1	7/8/2014	1731	201477839
0.5	1	0.0333	0.8523	0.046051163	1.078412777	1	1	6/30/2014	1732	201477839
0.696	1	0.9882	3.3075	0.775720408	4.095559466	7	1		1733	201477839
0.6	1	0.1197	3.4272	0.195773963	4.291333429	8	1	7/2/2014	1734	201477839
0.8	1	0.1035	2.3193	0.177440676	3.319839058	6	1	7/2/2014	1735	201477839
0.6	1	0.3069	2.2158	0.395810122	3.142398382	5	1	7/2/2014	1736	201477839
0.5	1	0.252	1.9089	0.219482402	2.746588259	4	1	7/2/2014	1737	201477839
0.591	1	0.5958	0.5958	0.479612939	0.479612939	0	1		1743	201477681
0.631	1	0.4185	0.4185	0.51819499	0.51819499	0	1		1745	201477682
0.534	1	0.0549	1.1097	0.139846796	1.342821841	3	1		1746	201477682
0	1	0.6066	1.0251	0.560180824	1.078375814	1	1		1747	201477682
0.627	1	0.0297	1.0548	0.124599232	1.202975045	2	1		1748	201477682
0.8	1	1.1745	1.1745	1.950140606	1.950140606	0	1	7/14/2014	1752	201477685
0.4	1	1.0836	7.6041	2.184890589	13.78188154	14	3	6/16/2014	1754	201477686
0.7	1	0.117	0.117	0.545451838	0.545451838	0	1	4/27/2015	1758	201477686
0.6	1	0.1332	0.1332	0.299703545	0.299703545	0	1	4/27/2015	1760	201477686
0.6	1	0.0576	0.1908	0.126666391	0.426369936	1	1	4/27/2015	1761	201477686
0.6	1	1.3941	6.2127	2.971412261	10.62516918	10	3	6/16/2014	1762	201477686
0.8	1	0.108	0.108	0.165860469	0.165860469	0	1	4/24/2015	1764	201477686
0.7	1	0.0648	0.1728	0.27050868	0.436369149	1	1	4/24/2015	1765	201477686
0	2	1.4076	13.3812	1.858900235	21.03249241	19	4		1766	201477773
0	2	0.4194	13.8924	0.480450158	21.74404719	21	4		1767	201477773
0.764	1	0.0918	13.473	0.231104622	21.26359703	20	4		1769	201477773
0.756	1	2.4642	4.3695	3.534772088	5.391710634	3	3		1771	201477687
0.5	1	1.4985	1.4985	0.786391961	0.786391961	0	1	6/13/2014	1777	201477687
0.7	1	0.2187	0.2187	0.839166856	0.839166856	0	1	5/6/2015	1779	201477687
0.6	1	0.1881	0.4068	0.231379729	1.070546584	1	1	6/13/2014	1780	201477687
0.4	1	0.8127	0.8127	0.802705137	0.802705137	0	1	10/8/2014	1782	201477697
0.654	1	0.5004	1.3131	0.535977947	1.338683084	1	1		1783	201477697
0.3	1	0.927	2.2401	1.43029086	2.768973944	2	1	10/8/2014	1784	201477697
0	2	1.3005	611.6103	1.229044547	632.6032937	337	6		1787	201477699
0.9	1	0.009	611.6193	0.02989744	632.6331912	338	6	5/12/2015	1788	201477699
1	1	2.9772	126.0072	3.100568826	164.0075753	137	5	7/8/2014	1792	201477711
1	1	4.5036	123.03	7.758896068	160.9070065	136	5	7/10/2014	1796	201477711
0.6	1	0.2889	0.2889	0.952682427	0.952682427	0	1	7/10/2014	1798	201477711
0.638	1	0.1764	0.1764	0.633110271	0.633110271	0	1		1801	201477711
0.632	1	0.2556	0.2556	0.182762132	0.182762132	0	1		1803	201477717
0.526	1	0.6444	0.9	0.80802931	0.990791442	1	1		1804	201477717
0.4	1	0.288	0.288	0.682519204	0.682519204	0	1	5/11/2015	1807	201477720
0.37	1	0	1.2474	0.007881738	2.27620296	2	1		1808	201477720
0.2	1	0.9594	1.2474	1.585802018	2.268321222	1	1	7/7/2014	1810	201477720
0.857	1	0.8199	12.9645	4.980262896	19.28704142	18	3		1812	201477790
0.852	1	0.4302	13.3947	0.754484554	20.04152597	19	3		1813	201477790
1	1	1.2537	75.5667	1.884866899	84.53254512	51	4	7/7/2014	1815	201477818
0.7	1	0.7884	0.7884	0.838605419	0.838605419	0	1	7/8/2014	1818	201477723
0.586	1	1.0332	1.0332	3.447285584	3.447285584	0	2		1823	201477769
0.573	1	0.2799	1.3131	0.228755418	3.676041001	1	2		1824	201477769
0.627	1	0.0009	1.314	0.039973299	3.716014301	2	2		1825	201477769
1	1	7.7391	17.8857	5.117283875	17.77224795	6	3	8/19/2014	1830	201477782
0.9	1	7.5258	9.2466	10.56796647	11.66417264	3	3	8/19/2014	1832	201477748
1	1	1.1286	59.1408	1.976349294	59.95772137	26	3	7/14/2014	1834	201477743
1	1	0.5301	59.6709	0.372227917	60.32994928	27	3	7/7/2014	1835	201477743
0.9	1	3.8079	5.4261	5.939407998	8.481581958	3	2	7/8/2014	1841	201477767
0	2	0.09	5.6781	0.214825392	9.009417474	5	2		1842	201477767
